ID,Headword,Language_ID,Part_Of_Speech,Description,URN,Source
urn-nabu-dict-wiktionary-akk-a-zum-verb,aḫāzum,akk,verb,to seize,urn:nabu:dict:wiktionary-akk:aḫāzum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-a-arum-noun,aṭarum,akk,noun,alternative form of adārum,urn:nabu:dict:wiktionary-akk:aṭarum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-a-rum-noun-2,aṭārum,akk,noun,alternative form of adārum,urn:nabu:dict:wiktionary-akk:aṭārum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-bab-lum-verb,babālum,akk,verb,Old Babylonian form of wabālum,urn:nabu:dict:wiktionary-akk:babālum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-bak-m-verb,bakûm,akk,verb,"to weep, shed tears",urn:nabu:dict:wiktionary-akk:bakûm:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-bal-um-noun,balāṭum,akk,noun,"life, vigor, good health",urn:nabu:dict:wiktionary-akk:balāṭum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-bal-um-verb,balāṭum,akk,verb,"to live, be alive, be healthy",urn:nabu:dict:wiktionary-akk:balāṭum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ban-m-verb,banûm,akk,verb,"to build, construct, form, make, manufacture",urn:nabu:dict:wiktionary-akk:banûm:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-barbarum-noun,barbarum,akk,noun,wolf,urn:nabu:dict:wiktionary-akk:barbarum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-bardu-noun,bardu,akk,noun,alternative form of wardum,urn:nabu:dict:wiktionary-akk:bardu:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-bardum-noun,bardum,akk,noun,alternative form of wardum,urn:nabu:dict:wiktionary-akk:bardum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ba-m-verb,bašûm,akk,verb,"to exist, to be there, present, available",urn:nabu:dict:wiktionary-akk:bašûm:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-bibbulum-noun,bibbulum,akk,noun,flood,urn:nabu:dict:wiktionary-akk:bibbulum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-bibbum-noun,bibbum,akk,noun,wild sheep,urn:nabu:dict:wiktionary-akk:bibbum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-birkum-noun,birkum,akk,noun,knee,urn:nabu:dict:wiktionary-akk:birkum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-birqum-noun,birqum,akk,noun,lightning,urn:nabu:dict:wiktionary-akk:birqum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-bi-rum-noun,biṣṣūrum,akk,noun,vulva or vagina,urn:nabu:dict:wiktionary-akk:biṣṣūrum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-bubbulum-noun,bubbulum,akk,noun,alternative form of bibbulum,urn:nabu:dict:wiktionary-akk:bubbulum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-bullu-um-verb,bulluṭum,akk,verb,"to bring back to life, revive",urn:nabu:dict:wiktionary-akk:bulluṭum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-bur-um-noun,burāšum,akk,noun,"a tree of the cypress family, most likely a juniper",urn:nabu:dict:wiktionary-akk:burāšum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-b-bum-noun,bābum,akk,noun,"door, gate, opening",urn:nabu:dict:wiktionary-akk:bābum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-b-n-m-noun,bānûm,akk,noun,participle of banûm,urn:nabu:dict:wiktionary-akk:bānûm:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-b-um-noun,bāṣum,akk,noun,sand,urn:nabu:dict:wiktionary-akk:bāṣum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-b-l-l-ilim-noun,bēl lā ilim,akk,noun,unhappy person,urn:nabu:dict:wiktionary-akk:bēl lā ilim:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-b-ltum-noun,bēltum,akk,noun,"lady, mistress",urn:nabu:dict:wiktionary-akk:bēltum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-b-lum-noun,bēlum,akk,noun,lord,urn:nabu:dict:wiktionary-akk:bēlum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-b-num-noun,bīnum,akk,noun,son,urn:nabu:dict:wiktionary-akk:bīnum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-b-t-er-im-noun,bīt eršim,akk,noun,bedroom,urn:nabu:dict:wiktionary-akk:bīt eršim:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-b-t-ilim-noun,bīt ilim,akk,noun,temple,urn:nabu:dict:wiktionary-akk:bīt ilim:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-b-t-mayy-lim-noun,bīt mayyālim,akk,noun,bedroom,urn:nabu:dict:wiktionary-akk:bīt mayyālim:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-b-t-uppim-noun,bīt ṭuppim,akk,noun,school,urn:nabu:dict:wiktionary-akk:bīt ṭuppim:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-b-tum-noun,bītum,akk,noun,house,urn:nabu:dict:wiktionary-akk:bītum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-b-um-noun-2,bīšum,akk,noun,"possession, movable property, goods, valuables",urn:nabu:dict:wiktionary-akk:bīšum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-b-dum-noun,būdum,akk,noun,shoulder (region between shoulders including the neck of both humans and animals),urn:nabu:dict:wiktionary-akk:būdum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-b-rum-noun,būrum,akk,noun,young calf (of either sex),urn:nabu:dict:wiktionary-akk:būrum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-dak-um-verb,dakāšum,akk,verb,"to pierce, sting, press in, press on",urn:nabu:dict:wiktionary-akk:dakāšum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-daltum-noun,daltum,akk,noun,door,urn:nabu:dict:wiktionary-akk:daltum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-dal-lum-verb,dalālum,akk,verb,"to praise, sing, proclaim, glorify",urn:nabu:dict:wiktionary-akk:dalālum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-damqi-adv,damqiš,akk,adv,"well, carefully",urn:nabu:dict:wiktionary-akk:damqiš:adv,wiktionary-akk
urn-nabu-dict-wiktionary-akk-damqum-adj,damqum,akk,adj,verbal adjective of damāqum,urn:nabu:dict:wiktionary-akk:damqum:adj,wiktionary-akk
urn-nabu-dict-wiktionary-akk-dam-qum-verb,damāqum,akk,verb,"to be good, better, improve, prosper, have success, have a good luck",urn:nabu:dict:wiktionary-akk:damāqum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-danni-adv,danniš,akk,adv,"very, greatly",urn:nabu:dict:wiktionary-akk:danniš:adv,wiktionary-akk
urn-nabu-dict-wiktionary-akk-dannum-adj,dannum,akk,adj,verbal adjective of danānum,urn:nabu:dict:wiktionary-akk:dannum:adj,wiktionary-akk
urn-nabu-dict-wiktionary-akk-dan-num-verb,danānum,akk,verb,to become strong,urn:nabu:dict:wiktionary-akk:danānum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-dar-rum-verb,darārum,akk,verb,"to be free (of a task), move about freely, run off",urn:nabu:dict:wiktionary-akk:darārum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-dayy-nam-noun,dayyānam,akk,noun,accusative singular of dayyānum,urn:nabu:dict:wiktionary-akk:dayyānam:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-dayy-num-noun,dayyānum,akk,noun,judge,urn:nabu:dict:wiktionary-akk:dayyānum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-dayy-n-noun,dayyānī,akk,noun,accusative and genitive plural of dayyānum,urn:nabu:dict:wiktionary-akk:dayyānī:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-di-pum-noun,dišpum,akk,noun,honey,urn:nabu:dict:wiktionary-akk:dišpum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-d-mum-noun,dāmum,akk,noun,blood,urn:nabu:dict:wiktionary-akk:dāmum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-d-rum-noun,dārum,akk,noun,"perpetuity, continuum, permanence",urn:nabu:dict:wiktionary-akk:dārum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-d-r-m-adj,dārûm,akk,adj,"everlasting, perpetual, enduring",urn:nabu:dict:wiktionary-akk:dārûm:adj,wiktionary-akk
urn-nabu-dict-wiktionary-akk-d-nim-noun,dīnim,akk,noun,genitive singular of dīnum,urn:nabu:dict:wiktionary-akk:dīnim:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-d-num-noun,dīnum,akk,noun,"decision, judgment, verdict",urn:nabu:dict:wiktionary-akk:dīnum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-d-rum-noun-2,dūrum,akk,noun,"city wall, fortification wall",urn:nabu:dict:wiktionary-akk:dūrum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ebb-bum-noun,ebbūbum,akk,noun,"flute, pipe",urn:nabu:dict:wiktionary-akk:ebbūbum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ed-m-verb,edûm,akk,verb,to know,urn:nabu:dict:wiktionary-akk:edûm:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ed-rum-verb,edērum,akk,verb,"to embrace, to wrap oneself round",urn:nabu:dict:wiktionary-akk:edērum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ed-um-verb,edēšum,akk,verb,"to be new, fresh, renewed",urn:nabu:dict:wiktionary-akk:edēšum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-egertu-noun,egertu,akk,noun,letter,urn:nabu:dict:wiktionary-akk:egertu:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-egu-noun,egu,akk,noun,"a thorny plant, probably a kind of camelthorn",urn:nabu:dict:wiktionary-akk:egu:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-eleppum-noun,eleppum,akk,noun,"ship, boat",urn:nabu:dict:wiktionary-akk:eleppum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-eli-prep,eli,akk,prep,"on, above, over, upon",urn:nabu:dict:wiktionary-akk:eli:prep,wiktionary-akk
urn-nabu-dict-wiktionary-akk-eli-adv,eliš,akk,adv,"up, on top, on high",urn:nabu:dict:wiktionary-akk:eliš:adv,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ellum-adj-1,ellum,akk,adj:1,verbal adjective of elēlum (“to become pure”),urn:nabu:dict:wiktionary-akk:ellum:adj:1,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ellum-noun-2,ellum,akk,noun:2,"sesame oil of a specific quality, a good sesame oil",urn:nabu:dict:wiktionary-akk:ellum:noun:2,wiktionary-akk
urn-nabu-dict-wiktionary-akk-elum-noun,elum,akk,noun,"top, upper side",urn:nabu:dict:wiktionary-akk:elum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-el-m-adj-1,elûm,akk,adj:1,upper,urn:nabu:dict:wiktionary-akk:elûm:adj:1,wiktionary-akk
urn-nabu-dict-wiktionary-akk-el-m-adj-2,elûm,akk,adj:2,"tall, high",urn:nabu:dict:wiktionary-akk:elûm:adj:2,wiktionary-akk
urn-nabu-dict-wiktionary-akk-el-m-verb-3,elûm,akk,verb:3,"to be high, raised up",urn:nabu:dict:wiktionary-akk:elûm:verb:3,wiktionary-akk
urn-nabu-dict-wiktionary-akk-el-pum-verb,elēpum,akk,verb,"to sprout, grow",urn:nabu:dict:wiktionary-akk:elēpum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-em-qum-noun,emūqum,akk,noun,"strength, power, force, ability",urn:nabu:dict:wiktionary-akk:emūqum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-enzu-noun,enzu,akk,noun,Non-mimated form of enzum,urn:nabu:dict:wiktionary-akk:enzu:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-enzum-noun,enzum,akk,noun,she-goat,urn:nabu:dict:wiktionary-akk:enzum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-eperum-noun,eperum,akk,noun,dust,urn:nabu:dict:wiktionary-akk:eperum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ep-m-adj-1,epûm,akk,adj:1,verbal adjective of epûm: baked,urn:nabu:dict:wiktionary-akk:epûm:adj:1,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ep-m-verb-2,epûm,akk,verb:2,to bake,urn:nabu:dict:wiktionary-akk:epûm:verb:2,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ep-um-verb,epēšum,akk,verb,"to act, behave, proceed, be(come) active",urn:nabu:dict:wiktionary-akk:epēšum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-eqlum-noun,eqlum,akk,noun,"field, cultivated field",urn:nabu:dict:wiktionary-akk:eqlum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-erbet-num,erbet,akk,num,"four, 4",urn:nabu:dict:wiktionary-akk:erbet:num,wiktionary-akk
urn-nabu-dict-wiktionary-akk-erbum-noun,erbum,akk,noun,locust,urn:nabu:dict:wiktionary-akk:erbum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-erebum-noun,erebum,akk,noun,alternative form of erbum (“locust”),urn:nabu:dict:wiktionary-akk:erebum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ergilum-noun,ergilum,akk,noun,"a type of orthopteran, possibly the bush-cricket",urn:nabu:dict:wiktionary-akk:ergilum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-erretum-noun,erretum,akk,noun,"curse, malediction",urn:nabu:dict:wiktionary-akk:erretum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-err-um-noun,errēšum,akk,noun,"cultivator, tenant farmer",urn:nabu:dict:wiktionary-akk:errēšum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-er-um-verb,erēšum,akk,verb,"to sow, plant, plough and seed",urn:nabu:dict:wiktionary-akk:erēšum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-er-um-noun,eršum,akk,noun,bed,urn:nabu:dict:wiktionary-akk:eršum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-er-etum-noun,erṣetum,akk,noun,"earth, land",urn:nabu:dict:wiktionary-akk:erṣetum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-er-tum-noun,erṣētum,akk,noun,nominative plural of erṣetum,urn:nabu:dict:wiktionary-akk:erṣētum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-es-pum-verb,esēpum,akk,verb,"to gather up, collect, scrape together, decant",urn:nabu:dict:wiktionary-akk:esēpum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ezzum-adj,ezzum,akk,adj,"angry, furious, fierce",urn:nabu:dict:wiktionary-akk:ezzum:adj,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ez-bum-verb,ezēbum,akk,verb,"to leave, leave behind",urn:nabu:dict:wiktionary-akk:ezēbum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-e-eret-num,ešeret,akk,num,"ten, 10",urn:nabu:dict:wiktionary-akk:ešeret:num,wiktionary-akk
urn-nabu-dict-wiktionary-akk-e-rum-verb,ešērum,akk,verb,"to go well, be(come) well, successful, healthy, favourable, to straighten up, to prosper, to be(come) straight, fair, right, normal, to go straight toward, charge (an enemy)",urn:nabu:dict:wiktionary-akk:ešērum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-e-um-adj,eššum,akk,adj,"verbal adjective of edēšum: new, fresh",urn:nabu:dict:wiktionary-akk:eššum:adj,wiktionary-akk
urn-nabu-dict-wiktionary-akk-e-emtum-noun,eṣemtum,akk,noun,bone,urn:nabu:dict:wiktionary-akk:eṣemtum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-e-emmum-noun,eṭemmum,akk,noun,"ghost, spirit (of a dead person)",urn:nabu:dict:wiktionary-akk:eṭemmum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-e-lum-noun,eṭlum,akk,noun,"young man, youth",urn:nabu:dict:wiktionary-akk:eṭlum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gall-m-noun,gallûm,akk,noun,gallu demon,urn:nabu:dict:wiktionary-akk:gallûm:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gammalu-noun,gammalu,akk,noun,camel,urn:nabu:dict:wiktionary-akk:gammalu:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gam-lum-verb,gamālum,akk,verb,"to do a favour, be obliging, perform a kind act, act so as to please",urn:nabu:dict:wiktionary-akk:gamālum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gam-rum-noun,gamārum,akk,noun,"completeness, finality",urn:nabu:dict:wiktionary-akk:gamārum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gam-rum-verb,gamārum,akk,verb,"to bring to an end, annihilate",urn:nabu:dict:wiktionary-akk:gamārum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gardumu-noun,gardumu,akk,noun,"carnifex, executioner",urn:nabu:dict:wiktionary-akk:gardumu:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gardumum-noun,gardumum,akk,noun,Mimated form of gardumu,urn:nabu:dict:wiktionary-akk:gardumum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gerginakku-noun,gerginakku,akk,noun,library,urn:nabu:dict:wiktionary-akk:gerginakku:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gidlum-noun,gidlum,akk,noun,string (of garlic),urn:nabu:dict:wiktionary-akk:gidlum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gigur-noun,gigurû,akk,noun,name of the cuneiform sign 𒌋 (Winkelhaken),urn:nabu:dict:wiktionary-akk:gigurû:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-girru-noun,girru,akk,noun,lion,urn:nabu:dict:wiktionary-akk:girru:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-girrum-noun,girrum,akk,noun,Mimated form of girru (“lion”),urn:nabu:dict:wiktionary-akk:girrum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gitm-lum-adj,gitmālum,akk,adj,"equal (in size, rank, etc.)",urn:nabu:dict:wiktionary-akk:gitmālum:adj,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gi-immarum-noun,gišimmarum,akk,noun,date palm,urn:nabu:dict:wiktionary-akk:gišimmarum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gi-rinnum-noun,gišrinnum,akk,noun,scales,urn:nabu:dict:wiktionary-akk:gišrinnum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gi-rum-noun,gišrum,akk,noun,"wooden bar, log",urn:nabu:dict:wiktionary-akk:gišrum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gub-ru-noun,gubāru,akk,noun,Non-mimated form of gubārum,urn:nabu:dict:wiktionary-akk:gubāru:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gub-rum-noun,gubārum,akk,noun,ingot,urn:nabu:dict:wiktionary-akk:gubārum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gulgul-noun,gulgul,akk,noun,construct state of gulgullum,urn:nabu:dict:wiktionary-akk:gulgul:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gulgullu-noun,gulgullu,akk,noun,Non-mimated form of gulgullum,urn:nabu:dict:wiktionary-akk:gulgullu:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gulgullum-noun,gulgullum,akk,noun,skull,urn:nabu:dict:wiktionary-akk:gulgullum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gun-noun,gunû,akk,noun,"word used to describe a sign that is expanded with a variable number of either vertical, horizontal, or slanted lines, or an equally variable number of triangles. For example the sign 𒀕 is described as 𒀊𒄖𒉡𒌑 (AB-gunû), 𒋤 as 𒁍𒄖𒉡𒌑 (BU-gunû) , 𒁼 as 𒁺𒄖𒉡𒌑 (DU-gunû), etc.",urn:nabu:dict:wiktionary-akk:gunû:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-gu-lum-noun,guḫlum,akk,noun,"kohl, antimony paste (used as eye paint)",urn:nabu:dict:wiktionary-akk:guḫlum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-g-du-noun,gūdu,akk,noun,"leather bag, waterskin",urn:nabu:dict:wiktionary-akk:gūdu:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-g-rum-noun,gūrum,akk,noun,foliage/leaves of reed and papyrus plants,urn:nabu:dict:wiktionary-akk:gūrum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ibrum-noun,ibrum,akk,noun,"comrade, fellow, friend, colleague, peer, equal (a person of the same status or profession)",urn:nabu:dict:wiktionary-akk:ibrum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-idin-verb,idin,akk,verb,second-person singular masculine imperative of nadānum,urn:nabu:dict:wiktionary-akk:idin:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-idum-noun,idum,akk,noun,arm,urn:nabu:dict:wiktionary-akk:idum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-id-num-noun,idīnum,akk,noun,"desert, steppe, plain",urn:nabu:dict:wiktionary-akk:idīnum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ig-rum-noun,igārum,akk,noun,"wall (of a building, house, garden)",urn:nabu:dict:wiktionary-akk:igārum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ikkarum-noun,ikkarum,akk,noun,"farmer, plowman",urn:nabu:dict:wiktionary-akk:ikkarum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ilkum-noun,ilkum,akk,noun,"ilkum-service, i.e. work or service performed for the state or king, generally on a field or garden, by someone who has received the land in tenure",urn:nabu:dict:wiktionary-akk:ilkum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-iltum-noun,iltum,akk,noun,goddess,urn:nabu:dict:wiktionary-akk:iltum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ilu-noun,ilu,akk,noun,alternative form of ilum,urn:nabu:dict:wiktionary-akk:ilu:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ilum-noun,ilum,akk,noun,"god, deity",urn:nabu:dict:wiktionary-akk:ilum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-il-n-noun,ilānū,akk,noun,plural of ilum,urn:nabu:dict:wiktionary-akk:ilānū:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-il-noun,ilū,akk,noun,plural of ilum,urn:nabu:dict:wiktionary-akk:ilū:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-imittam-adv,imittam,akk,adv,"to the right, on the right",urn:nabu:dict:wiktionary-akk:imittam:adv,wiktionary-akk
urn-nabu-dict-wiktionary-akk-imittum-noun,imittum,akk,noun,the right,urn:nabu:dict:wiktionary-akk:imittum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-immerum-noun,immerum,akk,noun,"sheep, ram",urn:nabu:dict:wiktionary-akk:immerum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-imnum-noun,imnum,akk,noun,the right,urn:nabu:dict:wiktionary-akk:imnum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-im-rum-noun,imērum,akk,noun,donkey,urn:nabu:dict:wiktionary-akk:imērum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-in-prep,in,akk,prep,"alternative form of ina (“in, on, at”)",urn:nabu:dict:wiktionary-akk:in:prep,wiktionary-akk
urn-nabu-dict-wiktionary-akk-ina-prep,ina,akk,prep,"in, on, onto",urn:nabu:dict:wiktionary-akk:ina:prep,wiktionary-akk
urn-nabu-dict-wiktionary-akk-inanna-adv,inanna,akk,adv,"now, just now, nowadays",urn:nabu:dict:wiktionary-akk:inanna:adv,wiktionary-akk
urn-nabu-dict-wiktionary-akk-inbum-noun,inbum,akk,noun,"fruit, flower",urn:nabu:dict:wiktionary-akk:inbum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-in-ma-prep,inūma,akk,prep,at the time of,urn:nabu:dict:wiktionary-akk:inūma:prep,wiktionary-akk
urn-nabu-dict-wiktionary-akk-in-ma-conj,inūma,akk,conj,"when, after, while",urn:nabu:dict:wiktionary-akk:inūma:conj,wiktionary-akk
urn-nabu-dict-wiktionary-akk-in-m-u-adv,inūmīšu,akk,adv,"in those days, at that time, then",urn:nabu:dict:wiktionary-akk:inūmīšu:adv,wiktionary-akk
urn-nabu-dict-wiktionary-akk-irgilum-noun,irgilum,akk,noun,alternative spelling of ergilum,urn:nabu:dict:wiktionary-akk:irgilum:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-itti-prep,itti,akk,prep,with,urn:nabu:dict:wiktionary-akk:itti:prep,wiktionary-akk
urn-nabu-dict-wiktionary-akk-izuzzum-verb,izuzzum,akk,verb,"to stand up, be erect, upright",urn:nabu:dict:wiktionary-akk:izuzzum:verb,wiktionary-akk
urn-nabu-dict-wiktionary-akk-i-arum-noun,išarum,akk,noun,"penis, phallus",urn:nabu:dict:wiktionary-akk:išarum:noun,wiktionary-akk
