ID,Codepoint,Glyph,Gardiner,UniK,Core,Description,Functions,Values,JSesh,Hieroglyphica,IFAO,Source
U1308C,U+1308C,𓂌,D-12-004,D022,C,A mouth with two vertical lines at the bottom of the sign.,Logogram (2/3),r.wy,D22,D22,"100,13",unikemet
U1308D,U+1308D,𓂍,D-12-015,D023,C,A mouth with three vertical lines at the bottom of the sign,Logogram (3/4),ḫmt-r.w,D23,D23,,unikemet
U1308E,U+1308E,𓂎,D-13-001,D024,C,The upper lip of a human with teeth.,"Classifier lip, border, edge",sp.t,D24,D24,"101,9",unikemet
U1308F,U+1308F,𓂏,D-13-004,D025,C,"The upper and lower lips of a human, with teeth.",Logogram (lips),sp.ty,D25,D25,"101,11",unikemet
U13090,U+13090,𓂐,D-14-005,D026,C,"A human mouth, seen from the side, with a wavy downward sloping line coming from the lips.",Classifier blood,snf,D26,D26,"102,1",unikemet
U13091,U+13091,𓂑,D-16-002,D027,C,A human breast.,Classifier breast,mnḏ,D27,D27,"102,13",unikemet
U13092,U+13092,𓂒,D-16-001,D027A,L,A human breast.,,,D27A,D27A,"102,12",unikemet
U13093,U+13093,𓂓,D-18-001,D028,C,"Two arms, raised upwards, with the forearms and hands vertical, hand palms inwards.","Logogram (spirit, essence)",kꜣ,D28,D28,"103,2",unikemet
U13094,U+13094,𓂔,D-18-008,D029,C,"Two arms, raised upwards, with the forearms and hands vertical, hand palms inwards, on top of a standard used for carrying religious symbols (R12).","Logogram (spirit, essence)",kꜣ,D29,D29,,unikemet
U13095,U+13095,𓂕,D-18-009,D030,C,"Two arms, raised, with the palms of the hands towards each other, written on it side, with a downward curving line at the back.",Classifier Nehebkau,nḥb-kꜣ.w,D30,D30,,unikemet
U13096,U+13096,𓂖,D-19-012,D031,C,"Two arms, lowered, with the elbows bent outwards, and the palms of the hands facing each other (D32), with a club used by washermen for beating laundry (U36) written between the arms.",Logogram (mortuary priest),ḥm-kꜣ,D31,D31,"106,15",unikemet
U13097,U+13097,𓂗,D-18-072,D031A,L,"Two arms, raised upwards, with the forearms and hands vertical, hand palms inwards, with a club used by washermen for beating laundry (U36), written between the arms.",Logogram (mortuary priest),ḥm-kꜣ,D31A,,,unikemet
U13098,U+13098,𓂘,D-19-001,D032,C,"Two arms, lowered, with the elbows bent outwards, and the palms of the hands facing each other.","Classifier enveloping, embracing, uniting",,D32,D32,"106,4",unikemet
U13099,U+13099,𓂙,D-20-002,D033,C,"Two arms, holding an oar, in a rowing motion, below a cover.",Phonemogram,ẖn,D33,D33,"108,1",unikemet
U1309A,U+1309A,𓂚,D-21-007,D034,C,"Two arms, connected at the shoulders, one arm forwards, with a horizontal forearm, holding a shield as seen in profile, top curving inwards, the other arm downwards, forearm vertical, holding a mace (T3) horizontally.",Logogram (to fight),ꜥḥꜣ,,D34,,unikemet
U1309B,U+1309B,𓂛,D-21-002,D034A,C,"Two arms, connected at the shoulders, one arm forwards, with a horizontal forearm, holding a rectangular shield with inward curving sides, the other arm downwards, forearm vertical, holding a mace (T3) horizontally.",Logogram (to fight),ꜥḥꜣ,D34A,D34A,"108,8",unikemet
U1309C,U+1309C,𓂜,D-22-002,D035,C,"Two arms, connected at the shoulders, spread sideways, forearms horizontal, with the palms of the hands facing upwards",Logogram (negative particle),n,D35,D35,"109,5",unikemet
U1309D,U+1309D,𓂝,D-23-001,D036,C,"A forearm, with the palm of the hand facing upwards.",Phonemogram,ꜥ,D36,D36,"109,7",unikemet
U1309E,U+1309E,𓂞,D-24-002,D037,C,A forearm with the hand holding a conical loaf of bread (X8).,Phonemogram,ḏꞽ > dꞽ,D37,D37,"110,1",unikemet
U1309F,U+1309F,𓂟,D-24-004,D038,C,"A forearm with the hand holding a loaf of bread, without internal detail (X3).",Phonemogram,m,D38,D38,"110,3",unikemet
U130A0,U+130A0,𓂠,D-24-007,D039,C,A forearm with the hand holding a round vessel with an upstanding rim (W24).,"Logogram (to offer, to present)",ḥnk,D39,D39,"110,6",unikemet
U130A1,U+130A1,𓂡,D-25-001,D040,C,A forearm with the hand holding a stick.,"Classifier force, effort",,D40,D40,"110,13",unikemet
U130A2,U+130A2,𓂢,D-25-014,D041,C,"A forearm, with the palm of the hand downwards, with the upper arm bent forwards.",Classifier arm related movements or actions,,D41,D41,"111,10",unikemet
U130A3,U+130A3,𓂣,D-25-017,D042,C,"A forearm, with the palm of the hand downwards, upper arm vertical.",Logogram (cubit),mḥ,D42,D42,"111,13",unikemet
U130A4,U+130A4,𓂤,D-25-021,D043,C,A forearm with the hand holding a flagellum (S45).,Logogram (to protect),ḫwꞽ,D43,D43,"112,1",unikemet
U130A5,U+130A5,𓂥,D-25-007,D044,C,A forearm with the hand holding a sceptre (S42).,Classifier governing/controlling,ḫrp,D44,D44,"111,3",unikemet
U130A6,U+130A6,𓂦,D-26-011,D045,C,"An arm, bent at the elbow, forearm nearly horizontal, holding a wand or brush.",Logogram (to make holy),ḏsr,D45,D45,"113,4",unikemet
U130A7,U+130A7,𓂧,D-28-001,D046,C,A human hand.,Phonemogram,d,D46,D46,"114,10",unikemet
U130A8,U+130A8,𓂨,D-28-009,D046A,C,A human hand with a forward downward line coming from the thumb.,"Logogram (scent, perfume, dew)",ꞽd.t,D46C,D46C,,unikemet
U130A9,U+130A9,𓂩,D-28-016,D047,C,A human hand with the thumb upwards and the palm curved upwards.,Classifier hand,ḏr.t,D47,D47,"115,6",unikemet
U130AA,U+130AA,𓂪,D-28-028,D048,C,A human hand without a thumb.,Logogram (palm),šsp,D48,D48,,unikemet
U130AB,U+130AB,𓂫,D-28-027,D048A,C,"A human hand, holding an oval.",Phono-repeater,ḥnt,D48A,,,unikemet
U130AC,U+130AC,𓂬,D-29-001,D049,C,"A human hand, held as a fist, with the thumb on top.",Classifier grasping/holding,ꜣmm,D49,D49,"115,14",unikemet
U130AD,U+130AD,𓂭,D-30-001,D050,C,A vertical human finger.,Logogram (finger),ḏbꜥ,D50,D50,"116,7",unikemet
U130AE,U+130AE,𓂮,D-30-008,D050A,C,,\20000,,,,,unikemet
U130AF,U+130AF,𓂯,D-30-009,D050B,C,,\30000,,,,,unikemet
U130B0,U+130B0,𓂰,D-30-010,D050C,C,,\40000,,,,,unikemet
U130B1,U+130B1,𓂱,D-30-011,D050D,C,,\50000,,,,,unikemet
U130B2,U+130B2,𓂲,D-30-012,D050E,C,,\60000,,,,,unikemet
U130B3,U+130B3,𓂳,D-30-013,D050F,C,,\70000,,,,,unikemet
U130B4,U+130B4,𓂴,D-30-014,D050G,C,,\80000,,,,,unikemet
U130B5,U+130B5,𓂵,D-30-015,D050H,C,,\90000,,,,,unikemet
U130B6,U+130B6,𓂶,D-30-016,D050I,C,,\50000,,,,,unikemet
U130B7,U+130B7,𓂷,D-30-006,D051,C,A horizontal human finger.,Classifier taking,ṯꜣꞽ,D51,D51,"116,12",unikemet
U130B8,U+130B8,𓂸,D-31-001,D052,C,A phallus with a scrotum.,Phonemogram,bꜣḥ,D52,D52,"116,14",unikemet
U130B9,U+130B9,𓂹,S-15-047,D052A,L,"A phallus with a scrotum (D52), written over a folded piece of cloth (S29).",Phonemogram,sšm,S125,,"381,11",unikemet
U130BA,U+130BA,𓂺,D-31-007,D053,C,"A phallus with a scrotum, with a line of liquid issuing from it.",Phonemogram,bꜣḥ,D53,D53,"117,7",unikemet
U130BB,U+130BB,𓂻,D-34-001,D054,C,"Legs in a walking posture, feet orientated towards the reading direction.",Classifier movement,,D54,D54,"118,5",unikemet
U130BC,U+130BC,𓂼,D-34-013,D054A,C,"Legs in a walking posture, feet orientated towards the reading direction, with a hook added to the front leg.",Logogram (to come),ꞽwꞽ,D54A,,,unikemet
U130BD,U+130BD,𓂽,D-34-002,D055,C,"Legs in a walking posture, feet orientated away from the reading direction.",Classifier reverse movement,,D55,D55,"118,6",unikemet
U130BE,U+130BE,𓂾,D-35-001,D056,C,A leg with a bent knee.,Classifier leg/foot,rd,D56,D56,"119,5",unikemet
U130BF,U+130BF,𓂿,D-35-005,D057,C,"A leg with a bent knee (D56), with a knife with a rounded blade and rounded handle (T30) written over it.","Classifier damage, injury",nkn,D57,D57,"119,9",unikemet
U130C0,U+130C0,𓃀,D-35-012,D058,C,A human foot and lower leg.,Phonemogram,b,D58,D58,"119,12",unikemet
U130C1,U+130C1,𓃁,D-35-031,D059,L,"A forearm, with the palm of the hand facing upwards (D36) written over a human foot and lower leg (D58).",Phonemogram,ꜥb,D59,D59,"120,8",unikemet
U130C2,U+130C2,𓃂,D-35-017,D060,C,"A human foot and lower leg (D58), with a vase on its side, with liquid issuing from it (W54) on top of it.","Logogram (to be pure, to be clean)",wꜥb,D60,D60,"120,2",unikemet
U130C3,U+130C3,𓃃,D-36-001,D061,C,"A stylized row of three toes, with the ovals at the left side.",Phono-repeater,sꜣḥ,D61,D61,"122,1",unikemet
U130C4,U+130C4,𓃄,D-36-002,D062,C,"A stylized row of three toes, with the ovals at the right side.",Phonemogram,sꜣḥ,D62,D62,,unikemet
U130C5,U+130C5,𓃅,D-36-007,D063,C,"A stylized set of two toes, resembling a cloth wound on a pole, an emblem of divinity (R8), on top of a base with a loop at the far end.",Phonemogram,sꜣḥ,D63,D63,,unikemet
U130C6,U+130C6,𓃆,D-28-018,D064,C,A human hand with the thumb downwards and the palm curved downwards.,Logogram (hand),ḏr.t,D271,D271,,unikemet
U130C7,U+130C7,𓃇,D-04-015,D065,C,"A sidelock, usually worn by a child.","Logogram (child, son, lad)",šrꞽ,D132,D132,"96,12",unikemet
U130C8,U+130C8,𓃈,D-26-022,D066,C,"An arm, bent at the elbow, forearm nearly horizontal, hand held like a fist, with a stylus angled over the tip of the fist.",Classifier to engrave,wdꞽ,D66 D245,,"113,15",unikemet
U130C9,U+130C9,𓃉,D-38-001,D067,C,,,,,,"471,14",unikemet
U130CA,U+130CA,𓃊,D-38-002,D067A,C,,,,,,,unikemet
U130CB,U+130CB,𓃋,D-38-003,D067B,C,,,,,,,unikemet
U130CC,U+130CC,𓃌,D-38-004,D067C,C,,,,,,,unikemet
U130CD,U+130CD,𓃍,D-38-005,D067D,C,,,,,,,unikemet
U130CE,U+130CE,𓃎,D-38-006,D067E,C,,,,,,,unikemet
U130CF,U+130CF,𓃏,D-38-007,D067F,C,,,,,,,unikemet
U130D0,U+130D0,𓃐,D-38-008,D067G,C,,,,,,,unikemet
U130D1,U+130D1,𓃑,D-38-009,D067H,C,,,,,,,unikemet
U130D2,U+130D2,𓃒,E-23-002,E001,C,"A bovid (bull), standing, with outwards curving horns.",Logogram (bull),kꜣ,E1,,,unikemet
U130D3,U+130D3,𓃓,E-23-006,E002,C,"A bovid (bull), standing, with its head lowered as if to attack.",Classifier rage/aggression,smꜣ,E2,E2,"142,13",unikemet
U130D4,U+130D4,𓃔,E-25-001,E003,C,"A calf, standing.",Classifier calf,bḥs,E3,E3,"145,4",unikemet
U130D5,U+130D5,𓃕,E-23-091,E004,C,"A cult image of a bovid (cow), lying down, with a sun disk (N5) with two feathers between the horns, with a flagellum (S45) on its back, and a necklace around the neck.",Classifier cow divinity,mḥ.yt,E4,,,unikemet
U130D6,U+130D6,𓃖,E-23-066,E005,C,"A bovid (cow), standing, head facing backwards over its body, with a calf below the cow, suckling.",Classifier concern,ꜣms,E5,E5,,unikemet
U130D7,U+130D7,𓃗,E-09-005,E006,C,"A horse, about to rear, front legs nearly vertical.",Logogram (span (of horses)/horse),ḥtr,E6,,"132,5",unikemet
U130D8,U+130D8,𓃘,E-01-001,E007,C,"A donkey/ass, standing.",Classifier donkey/ass,ꜥꜣ,E7,E7,"124,1",unikemet
U130D9,U+130D9,𓃙,E-10-008,E008,C,A immature goat (kid).,Logogram (kid),ꞽb,E8,E8,,unikemet
U130DA,U+130DA,𓃚,E-10-009,E008A,C,"A immature goat (kid), rearing.",Phono-repeater,ꞽb,E8A,E8A,,unikemet
U130DB,U+130DB,𓃛,E-05-009,E009,C,"A newborn bubalis antelope, lying down, legs folded beneath the body, long tail downwards.",Phonemogram,ꞽw,E9,E9,"128,9",unikemet
U130DC,U+130DC,𓃜,E-23-062,E009A,C,"A bovid (cow), lying down, legs folded beneath the body.",Classifier cow (cow of the sky),ꞽh.t,E100,E100,"144,11",unikemet
U130DD,U+130DD,𓃝,E-04-001,E010,C,"A ram (Ovis longipes palaeo-aegyptiacus), standing, with a beard.",Classifier ram,bꜣ,E10,E10,"127,8",unikemet
U130DE,U+130DE,𓃞,E-04-002,E011,C,"A ram (Ovis longipes palaeo-aegyptiacus), standing, without a beard.",Phonemogram,bꜣ,E11,E11,"127,10",unikemet
U130DF,U+130DF,𓃟,E-19-002,E012,C,A pig.,Classifier pig,ꞽpḥ,E12,,"137,14",unikemet
U130E0,U+130E0,𓃠,E-08-002,E013,C,"A cat, seated, tail curled over the body towards the back.",Phonemogram,mꞽ,E13,E13,"131,5",unikemet
U130E1,U+130E1,𓃡,E-06-003,E014,C,"A hunting hound, standing, tail curling upwards.",Classifier dog/hound,ṯsm,E14,E14,"129,4",unikemet
U130E2,U+130E2,𓃢,E-07-001,E015,C,"A jackal, lying down, tail downwards.",Logogram (Anubis),ꞽnp.w,E15,E15,"130,3",unikemet
U130E3,U+130E3,𓃣,E-07-017,E016,C,"A jackal, lying down, tail downwards, on top of a shrine.",Logogram (privy to the secrets),ḥr.y-sštꜣ,E16,E16,"130,15",unikemet
U130E4,U+130E4,𓃤,E-07-020,E016A,C,"A jackal, lying down, tail downwards, with a flagellum (S45) on its back, on top of a shrine.",Classifier Anubis,ꞽnp.w,E16AEXTU,,"131,2",unikemet
U130E5,U+130E5,𓃥,E-06-004,E017,C,"A jackal, standing, tail down.",Phonemogram,sꜣb,E17,E17,"129,5",unikemet
U130E6,U+130E6,𓃦,E-06-015,E017A,C,"A jackal, standing, tail down, head looking backwards.",Phonemogram,sṯꜣ,E141,E141,"129,12",unikemet
U130E7,U+130E7,𓃧,E-06-018,E018,C,"A jackal, standing, tail down (E17), on top of a standard used for the carrying of religious symbols, with an uraeus at the front of the standard.",Logogram (Wepwawet),wp-wꜣ.wt,E18,E18,"129,15",unikemet
U130E8,U+130E8,𓃨,E-06-022,E019,C,"A jackal, standing, tail down (E17), on top of a standard used for the carrying of religious symbols, with an uraeus and šdšd-protuberance at the front of the standard, with a mace (T3) written horizontally over the vertical pole of the standard.",Classifier Wepwawet,wp-wꜣ.wt,E19,,,unikemet
U130E9,U+130E9,𓃩,E-02-003,E020,C,"The animal of Seth, seated, tail up.",Logogram (Seth),stš/stẖ,E20,E20,"124,5",unikemet
U130EA,U+130EA,𓃪,E-02-004,E020A,C,,,,E147,E147,,unikemet
U130EB,U+130EB,𓃫,E-02-009,E021,C,"The animal of Seth, lying down, tail up.",Logogram (Seth),stš/stẖ,E21,E21,"124,9",unikemet
U130EC,U+130EC,𓃬,E-17-001,E022,C,"A lion, standing, tail downwards.",Classifier (lion),mꜣꞽ,E22,E22,"135,11",unikemet
U130ED,U+130ED,𓃭,E-17-011,E023,C,"A lion, lying down, tail curled over the body towards the back.",Phonemogram,rw,E23,E23,"136,12",unikemet
U130EE,U+130EE,𓃮,E-18-001,E024,C,"A panther or leopard, standing.",Classifier leopard,ꜣby,E24,E24,"137,11",unikemet
U130EF,U+130EF,𓃯,E-14-003,E025,C,A hippopotamus (Hippopotamus amphibius).,Classifier hippopotamus,ḫꜣb,E25,E25,"133,8",unikemet
U130F0,U+130F0,𓃰,E-11-001,E026,C,An elephant.,Classifier elephant,ꜣbw,E26,E26,"133,2",unikemet
U130F1,U+130F1,𓃱,E-12-002,E027,C,A giraffe.,Classifier to fortell,sr,E27,E27,"133,4",unikemet
U130F2,U+130F2,𓃲,E-03-001,E028,C,"An oryx, standing.",Classifier oryx,mꜣ-ḥḏ,E28,E28,"126,3",unikemet
U130F3,U+130F3,𓃳,E-03-005,E028A,C,"A basket with four pieces of grain or fruit (M39) in front of an oryx, standing (E28), on top of a parcel of land with irrigation ditches (N24).","Logogram (Oryx nome, 16th nome of Upper Egypt)",mꜣ-ḥḏ,US1E28AEXTU,,,unikemet
U130F4,U+130F4,𓃴,E-03-028,E029,C,"A gazelle, standing, with one horn visible.",Classifier gazelle,gḥs,E29,E29,"127,3",unikemet
U130F5,U+130F5,𓃵,E-10-013,E030,C,A Nubian ibex (Capra nubiana).,Classifier ibex,n(ꞽ)ꜣw,E30,E30,,unikemet
U130F6,U+130F6,𓃶,E-10-007,E031,C,"A goat, standing, with a seal, attached to a neck string (S20) around its neck.","Logogram (rank, diginity)",sꜥḥ,E187,E187,"132,13",unikemet
U130F7,U+130F7,𓃷,E-20-003,E032,C,A hamadryas baboon (Papio hamadryas).,"Classifier rage, fury",ḳnd,E32,E32,"138,3",unikemet
U130F8,U+130F8,𓃸,E-20-004,E033,C,A monkey.,Classifier monkey,gf,E33,E33,"138,4",unikemet
U130F9,U+130F9,𓃹,E-16-006,E034,C,"A desert hare, lying down, with whiskers.",Phonemogram,wn,E34,,,unikemet
U130FA,U+130FA,𓃺,E-16-005,E034A,L,,,,,,"135,6",unikemet
U130FB,U+130FB,𓃻,E-20-007,E036,C,"A hamadryas baboon (Papio hamadryas), seated, hands on knees, tail upwards.",Logogram (Thot),ḏḥwty,US248E35VARA,,,unikemet
U130FC,U+130FC,𓃼,E-20-033,E037,C,"A hamadryas baboon (Papio hamadryas), seated, hands on knees, tail upwards, in front of a sheath or receptacle with V shaped indentation at the top, bound at the top with a loop at the backside (V36G); on top of an alabaster basin with a diamond shaped inner marking (W3).",Logogram (symbol of the cycle of time),wnšb,E45,E45,"139,4",unikemet
