ID,Variant,Traditional,Variant_Codepoint,Traditional_Codepoint,Source
U-61D1,懑,懣,U+61D1,U+61E3,unihan
U-61D2,懒,懶,U+61D2,U+61F6,unihan
U-61D4,懔,懍,U+61D4,U+61CD,unihan
U-6206,戆,戇,U+6206,U+6207,unihan
U-620B,戋,戔,U+620B,U+6214,unihan
U-6217,戗,戧,U+6217,U+6227,unihan
U-622C,戬,戩,U+622C,U+6229,unihan
U-622F,戯,戱,U+622F,U+6231,unihan
U-6237,户,戶,U+6237,U+6236,unihan
U-6238,戸,戶,U+6238,U+6236,unihan
U-6269,扩,擴,U+6269,U+64F4,unihan
U-626A,扪,捫,U+626A,U+636B,unihan
U-626B,扫,掃,U+626B,U+6383,unihan
U-626C,扬,揚,U+626C,U+63DA,unihan
U-6270,扰,擾,U+6270,U+64FE,unihan
U-629A,抚,撫,U+629A,U+64AB,unihan
U-629F,抟,摶,U+629F,U+6476,unihan
U-62A0,抠,摳,U+62A0,U+6473,unihan
U-62A1,抡,掄,U+62A1,U+6384,unihan
U-62A2,抢,搶,U+62A2,U+6436,unihan
U-62A4,护,護,U+62A4,U+8B77,unihan
U-62DF,拟,擬,U+62DF,U+64EC,unihan
U-62E2,拢,攏,U+62E2,U+650F,unihan
U-62E3,拣,揀,U+62E3,U+63C0,unihan
U-62E5,拥,擁,U+62E5,U+64C1,unihan
U-62E6,拦,攔,U+62E6,U+6514,unihan
U-62E7,拧,擰,U+62E7,U+64F0,unihan
U-62E8,拨,撥,U+62E8,U+64A5,unihan
U-62E9,择,擇,U+62E9,U+64C7,unihan
U-6319,挙,𢸁,U+6319,U+22E01,unihan
U-631A,挚,摯,U+631A,U+646F,unihan
U-631C,挜,掗,U+631C,U+6397,unihan
U-631D,挝,撾,U+631D,U+64BE,unihan
U-631E,挞,撻,U+631E,U+64BB,unihan
U-6320,挠,撓,U+6320,U+6493,unihan
U-6322,挢,撟,U+6322,U+649F,unihan
U-6323,挣,掙,U+6323,U+6399,unihan
U-6324,挤,擠,U+6324,U+64E0,unihan
U-6325,挥,揮,U+6325,U+63EE,unihan
U-6326,挦,撏,U+6326,U+648F,unihan
U-635D,捝,挩,U+635D,U+6329,unihan
U-635E,捞,撈,U+635E,U+6488,unihan
U-635F,损,損,U+635F,U+640D,unihan
U-6361,捡,撿,U+6361,U+64BF,unihan
U-6362,换,換,U+6362,U+63DB,unihan
U-6363,捣,搗,U+6363,U+6417,unihan
U-63B3,掳,擄,U+63B3,U+64C4,unihan
U-63B4,掴,摑,U+63B4,U+6451,unihan
U-63B8,掸,撣,U+63B8,U+64A3,unihan
U-63BA,掺,摻,U+63BA,U+647B,unihan
U-63BC,掼,摜,U+63BC,U+645C,unihan
U-63D2,插,挿,U+63D2,U+633F,unihan
U-63F7,揷,挿,U+63F7,U+633F,unihan
U-63FD,揽,攬,U+63FD,U+652C,unihan
U-63FF,揿,撳,U+63FF,U+64B3,unihan
U-6400,搀,攙,U+6400,U+6519,unihan
U-6401,搁,擱,U+6401,U+64F1,unihan
U-6402,搂,摟,U+6402,U+645F,unihan
U-6405,搅,攪,U+6405,U+652A,unihan
U-6409,搉,㩁,U+6409,U+3A41,unihan
U-6416,搖,揺,U+6416,U+63FA,unihan
U-6444,摄,攝,U+6444,U+651D,unihan
U-6445,摅,攄,U+6445,U+6504,unihan
U-6447,摇,揺,U+6447,U+63FA,unihan
U-6484,撄,攖,U+6484,U+6516,unihan
U-64B5,撵,攆,U+64B5,U+6506,unihan
U-64B7,撷,擷,U+64B7,U+64F7,unihan
U-64B8,撸,擼,U+64B8,U+64FC,unihan
U-64BA,撺,攛,U+64BA,U+651B,unihan
U-64DC,擜,㩵,U+64DC,U+3A75,unihan
U-64DE,擞,擻,U+64DE,U+64FB,unihan
U-6512,攒,攢,U+6512,U+6522,unihan
U-654C,敌,敵,U+654C,U+6575,unihan
U-655A,敚,敓,U+655A,U+6553,unihan
U-655B,敛,斂,U+655B,U+6582,unihan
U-6569,敩,斆,U+6569,U+6586,unihan
U-6593,斓,斕,U+6593,U+6595,unihan
U-65A9,斩,斬,U+65A9,U+65AC,unihan
U-65E7,旧,舊,U+65E7,U+820A,unihan
U-65F8,旸,暘,U+65F8,U+6698,unihan
U-6619,昙,曇,U+6619,U+66C7,unihan
U-663D,昽,曨,U+663D,U+66E8,unihan
U-663E,显,顯,U+663E,U+986F,unihan
U-6653,晓,曉,U+6653,U+66C9,unihan
U-6654,晔,曄,U+6654,U+66C4,unihan
U-6655,晕,暈,U+6655,U+6688,unihan
U-6656,晖,暉,U+6656,U+6689,unihan
U-6669,晩,晚,U+6669,U+665A,unihan
U-6682,暂,暫,U+6682,U+66AB,unihan
U-6685,暅,𣈶,U+6685,U+23236,unihan
U-66A7,暧,曖,U+66A7,U+66D6,unihan
U-66F6,曶,㫚,U+66F6,U+3ADA,unihan
U-6740,杀,殺,U+6740,U+6BBA,unihan
U-6742,杂,雜,U+6742,U+96DC,unihan
U-6761,条,條,U+6761,U+689D,unihan
U-6765,来,來,U+6765,U+4F86,unihan
U-6768,杨,楊,U+6768,U+694A,unihan
U-6769,杩,榪,U+6769,U+69AA,unihan
U-679E,枞,樅,U+679E,U+6A05,unihan
U-67A2,枢,樞,U+67A2,U+6A1E,unihan
U-67A3,枣,棗,U+67A3,U+68D7,unihan
U-67A5,枥,櫪,U+67A5,U+6AEA,unihan
U-67A7,枧,梘,U+67A7,U+6898,unihan
U-67A8,枨,棖,U+67A8,U+68D6,unihan
U-67AA,枪,槍,U+67AA,U+69CD,unihan
U-67AB,枫,楓,U+67AB,U+6953,unihan
U-67AD,枭,梟,U+67AD,U+689F,unihan
U-67E0,柠,檸,U+67E0,U+6AB8,unihan
U-67FD,柽,檉,U+67FD,U+6A89,unihan
U-6808,栈,棧,U+6808,U+68E7,unihan
U-6809,栉,櫛,U+6809,U+6ADB,unihan
U-680A,栊,櫳,U+680A,U+6AF3,unihan
U-680B,栋,棟,U+680B,U+68DF,unihan
U-680C,栌,櫨,U+680C,U+6AE8,unihan
U-680E,栎,櫟,U+680E,U+6ADF,unihan
U-680F,栏,欄,U+680F,U+6B04,unihan
U-6811,树,樹,U+6811,U+6A39,unihan
U-6837,样,樣,U+6837,U+6A23,unihan
U-6860,桠,椏,U+6860,U+690F,unihan
U-6861,桡,橈,U+6861,U+6A48,unihan
U-6862,桢,楨,U+6862,U+6968,unihan
U-6863,档,檔,U+6863,U+6A94,unihan
U-6864,桤,榿,U+6864,U+69BF,unihan
U-6865,桥,橋,U+6865,U+6A4B,unihan
U-6866,桦,樺,U+6866,U+6A3A,unihan
U-6867,桧,檜,U+6867,U+6A9C,unihan
U-6868,桨,槳,U+6868,U+69F3,unihan
U-6869,桩,樁,U+6869,U+6A01,unihan
U-686A,桪,樳,U+686A,U+6A33,unihan
U-68BC,梼,檮,U+68BC,U+6AAE,unihan
U-68BE,梾,棶,U+68BE,U+68F6,unihan
U-68BF,梿,槤,U+68BF,U+69E4,unihan
U-68C0,检,檢,U+68C0,U+6AA2,unihan
U-68C1,棁,梲,U+68C1,U+68B2,unihan
U-68C2,棂,欞,U+68C2,U+6B1E,unihan
U-6901,椁,槨,U+6901,U+69E8,unihan
U-691D,椝,槼,U+691D,U+69FC,unihan
U-691F,椟,櫝,U+691F,U+6ADD,unihan
U-6920,椠,槧,U+6920,U+69E7,unihan
U-6922,椢,槶,U+6922,U+69F6,unihan
U-6924,椤,欏,U+6924,U+6B0F,unihan
U-692B,椫,樿,U+692B,U+6A3F,unihan
U-692D,椭,橢,U+692D,U+6A62,unihan
U-692E,椮,槮,U+692E,U+69EE,unihan
U-6984,榄,欖,U+6984,U+6B16,unihan
U-6985,榅,榲,U+6985,U+69B2,unihan
U-6987,榇,櫬,U+6987,U+6AEC,unihan
U-6988,榈,櫚,U+6988,U+6ADA,unihan
U-6989,榉,櫸,U+6989,U+6AF8,unihan
U-69DA,槚,檟,U+69DA,U+6A9F,unihan
U-69DB,槛,檻,U+69DB,U+6ABB,unihan
U-69DF,槟,檳,U+69DF,U+6AB3,unihan
U-69E0,槠,櫧,U+69E0,U+6AE7,unihan
U-69E9,槩,㮣,U+69E9,U+3BA3,unihan
U-6A27,樧,榝,U+6A27,U+699D,unihan
U-6A2A,横,橫,U+6A2A,U+6A6B,unihan
U-6A2F,樯,檣,U+6A2F,U+6AA3,unihan
U-6A31,樱,櫻,U+6A31,U+6AFB,unihan
U-6A65,橥,櫫,U+6A65,U+6AEB,unihan
U-6A71,橱,櫥,U+6A71,U+6AE5,unihan
U-6A79,橹,櫓,U+6A79,U+6AD3,unihan
U-6A7C,橼,櫞,U+6A7C,U+6ADE,unihan
U-6AA9,檩,檁,U+6AA9,U+6A81,unihan
U-6B27,欧,歐,U+6B27,U+6B50,unihan
U-6B7C,歼,殲,U+6B7C,U+6BB2,unihan
U-6B81,殁,歿,U+6B81,U+6B7F,unihan
U-6B87,殇,殤,U+6B87,U+6BA4,unihan
U-6B8B,残,殘,U+6B8B,U+6B98,unihan
U-6B92,殒,殞,U+6B92,U+6B9E,unihan
U-6B93,殓,殮,U+6B93,U+6BAE,unihan
U-6B9A,殚,殫,U+6B9A,U+6BAB,unihan
U-6BB4,殴,毆,U+6BB4,U+6BC6,unihan
U-6BC1,毁,毀,U+6BC1,U+6BC0,unihan
U-6BC2,毂,轂,U+6BC2,U+8F42,unihan
U-6BD5,毕,畢,U+6BD5,U+7562,unihan
U-6BD9,毙,斃,U+6BD9,U+6583,unihan
U-6BF5,毵,毿,U+6BF5,U+6BFF,unihan
U-6BF6,毶,𣯶,U+6BF6,U+23BF6,unihan
U-6C07,氇,氌,U+6C07,U+6C0C,unihan
U-6C22,氢,氫,U+6C22,U+6C2B,unihan
U-6C29,氩,氬,U+6C29,U+6C2C,unihan
U-6C32,氲,氳,U+6C32,U+6C33,unihan
U-6C49,汉,漢,U+6C49,U+6F22,unihan
U-6C64,汤,湯,U+6C64,U+6E6F,unihan
U-6C9F,沟,溝,U+6C9F,U+6E9D,unihan
U-6CA3,沣,灃,U+6CA3,U+7043,unihan
U-6CA4,沤,漚,U+6CA4,U+6F1A,unihan
U-6CA5,沥,瀝,U+6CA5,U+701D,unihan
U-6CA6,沦,淪,U+6CA6,U+6DEA,unihan
U-6CA7,沧,滄,U+6CA7,U+6EC4,unihan
U-6CA8,沨,渢,U+6CA8,U+6E22,unihan
U-6CA9,沩,溈,U+6CA9,U+6E88,unihan
U-6CDE,泞,濘,U+6CDE,U+6FD8,unihan
U-6CF6,泶,澩,U+6CF6,U+6FA9,unihan
U-6CF7,泷,瀧,U+6CF7,U+7027,unihan
U-6CF8,泸,瀘,U+6CF8,U+7018,unihan
U-6CFA,泺,濼,U+6CFA,U+6FFC,unihan
U-6CFB,泻,瀉,U+6CFB,U+7009,unihan
U-6CFC,泼,潑,U+6CFC,U+6F51,unihan
U-6CFD,泽,澤,U+6CFD,U+6FA4,unihan
U-6CFE,泾,涇,U+6CFE,U+6D87,unihan
U-6D01,洁,潔,U+6D01,U+6F54,unihan
U-6D43,浃,浹,U+6D43,U+6D79,unihan
U-6D46,浆,漿,U+6D46,U+6F3F,unihan
U-6D47,浇,澆,U+6D47,U+6F86,unihan
U-6D48,浈,湞,U+6D48,U+6E5E,unihan
U-6D49,浉,溮,U+6D49,U+6EAE,unihan
U-6D4A,浊,濁,U+6D4A,U+6FC1,unihan
U-6D4B,测,測,U+6D4B,U+6E2C,unihan
U-6D4D,浍,澮,U+6D4D,U+6FAE,unihan
U-6D4E,济,濟,U+6D4E,U+6FDF,unihan
U-6D4F,浏,瀏,U+6D4F,U+700F,unihan
U-6D50,浐,滻,U+6D50,U+6EFB,unihan
U-6D51,浑,渾,U+6D51,U+6E3E,unihan
U-6D52,浒,滸,U+6D52,U+6EF8,unihan
U-6D53,浓,濃,U+6D53,U+6FC3,unihan
U-6D54,浔,潯,U+6D54,U+6F6F,unihan
U-6D55,浕,濜,U+6D55,U+6FDC,unihan
U-6D9A,涚,涗,U+6D9A,U+6D97,unihan
U-6D9D,涝,澇,U+6D9D,U+6F87,unihan
U-6D9E,涞,淶,U+6D9E,U+6DF6,unihan
U-6D9F,涟,漣,U+6D9F,U+6F23,unihan
U-6DA0,涠,潿,U+6DA0,U+6F7F,unihan
U-6DA1,涡,渦,U+6DA1,U+6E26,unihan
U-6DA2,涢,溳,U+6DA2,U+6EB3,unihan
U-6DA3,涣,渙,U+6DA3,U+6E19,unihan
U-6DA4,涤,滌,U+6DA4,U+6ECC,unihan
U-6DA6,润,潤,U+6DA6,U+6F64,unihan
U-6DA7,涧,澗,U+6DA7,U+6F97,unihan
U-6DA8,涨,漲,U+6DA8,U+6F32,unihan
U-6DA9,涩,澀,U+6DA9,U+6F80,unihan
U-6E0C,渌,淥,U+6E0C,U+6DE5,unihan
U-6E0D,渍,漬,U+6E0D,U+6F2C,unihan
U-6E0E,渎,瀆,U+6E0E,U+7006,unihan
U-6E10,渐,漸,U+6E10,U+6F38,unihan
U-6E11,渑,澠,U+6E11,U+6FA0,unihan
U-6E14,渔,漁,U+6E14,U+6F01,unihan
U-6E16,渖,瀋,U+6E16,U+700B,unihan
U-6E17,渗,滲,U+6E17,U+6EF2,unihan
U-6E7F,湿,濕,U+6E7F,U+6FD5,unihan
U-6E81,溁,濚,U+6E81,U+6FDA,unihan
U-6E83,溃,潰,U+6E83,U+6F70,unihan
U-6E85,溅,濺,U+6E85,U+6FFA,unihan
U-6E86,溆,漵,U+6E86,U+6F35,unihan
U-6E87,溇,漊,U+6E87,U+6F0A,unihan
U-6ED7,滗,潷,U+6ED7,U+6F77,unihan
U-6EDE,滞,滯,U+6EDE,U+6EEF,unihan
U-6EDF,滟,灧,U+6EDF,U+7067,unihan
U-6EE0,滠,灄,U+6EE0,U+7044,unihan
U-6EE1,满,滿,U+6EE1,U+6EFF,unihan
U-6EE2,滢,瀅,U+6EE2,U+7005,unihan
U-6EE4,滤,濾,U+6EE4,U+6FFE,unihan
U-6EE5,滥,濫,U+6EE5,U+6FEB,unihan
U-6EEA,滪,澦,U+6EEA,U+6FA6,unihan
U-6F46,潆,瀠,U+6F46,U+7020,unihan
U-6F47,潇,瀟,U+6F47,U+701F,unihan
U-6F4B,潋,瀲,U+6F4B,U+7032,unihan
U-6F4D,潍,濰,U+6F4D,U+6FF0,unihan
U-6F59,潙,溈,U+6F59,U+6E88,unihan
U-6F5C,潜,潛,U+6F5C,U+6F5B,unihan
U-6F74,潴,瀦,U+6F74,U+7026,unihan
U-6F9B,澛,瀂,U+6F9B,U+7002,unihan
U-6F9C,澜,瀾,U+6F9C,U+703E,unihan
U-6FD1,濑,瀨,U+6FD1,U+7028,unihan
U-6FD2,濒,瀕,U+6FD2,U+7015,unihan
U-704F,灏,灝,U+704F,U+705D,unihan
U-706D,灭,滅,U+706D,U+6EC5,unihan
U-7075,灵,靈,U+7075,U+9748,unihan
U-707F,灿,燦,U+707F,U+71E6,unihan
U-7080,炀,煬,U+7080,U+716C,unihan
U-709C,炜,煒,U+709C,U+7152,unihan
U-709D,炝,熗,U+709D,U+7197,unihan
U-70BC,炼,煉,U+70BC,U+7149,unihan
U-70BD,炽,熾,U+70BD,U+71BE,unihan
U-70C1,烁,爍,U+70C1,U+720D,unihan
U-70C2,烂,爛,U+70C2,U+721B,unihan
U-70C3,烃,烴,U+70C3,U+70F4,unihan
U-70E6,烦,煩,U+70E6,U+7169,unihan
U-70E7,烧,燒,U+70E7,U+71D2,unihan
U-70E8,烨,燁,U+70E8,U+71C1,unihan
U-70EB,烫,燙,U+70EB,U+71D9,unihan
U-7115,焕,煥,U+7115,U+7165,unihan
U-7116,焖,燜,U+7116,U+71DC,unihan
U-7118,焘,燾,U+7118,U+71FE,unihan
U-7174,煴,熅,U+7174,U+7185,unihan
U-7231,爱,愛,U+7231,U+611B,unihan
U-7237,爷,爺,U+7237,U+723A,unihan
U-724D,牍,牘,U+724D,U+7258,unihan
U-7266,牦,氂,U+7266,U+6C02,unihan
U-7275,牵,牽,U+7275,U+727D,unihan
U-727A,牺,犧,U+727A,U+72A7,unihan
U-728A,犊,犢,U+728A,U+72A2,unihan
U-72B6,状,狀,U+72B6,U+72C0,unihan
U-72B7,犷,獷,U+72B7,U+7377,unihan
U-72B8,犸,獁,U+72B8,U+7341,unihan
U-72C8,狈,狽,U+72C8,U+72FD,unihan
U-72DD,狝,獮,U+72DD,U+736E,unihan
U-72DE,狞,獰,U+72DE,U+7370,unihan
U-72ED,狭,狹,U+72ED,U+72F9,unihan
U-72EE,狮,獅,U+72EE,U+7345,unihan
U-72F0,狰,猙,U+72F0,U+7319,unihan
U-72F1,狱,獄,U+72F1,U+7344,unihan
U-72F2,狲,猻,U+72F2,U+733B,unihan
U-7303,猃,獫,U+7303,U+736B,unihan
U-730E,猎,獵,U+730E,U+7375,unihan
U-7321,猡,玀,U+7321,U+7380,unihan
U-734E,獎,奨,U+734E,U+5968,unihan
U-736D,獭,獺,U+736D,U+737A,unihan
U-7391,玑,璣,U+7391,U+74A3,unihan
U-7399,玙,璵,U+7399,U+74B5,unihan
U-739A,玚,瑒,U+739A,U+7452,unihan
U-739B,玛,瑪,U+739B,U+746A,unihan
U-73AE,玮,瑋,U+73AE,U+744B,unihan
U-73B0,现,現,U+73B0,U+73FE,unihan
U-73B1,玱,瑲,U+73B1,U+7472,unihan
U-73BA,玺,璽,U+73BA,U+74BD,unihan
U-73D1,珑,瓏,U+73D1,U+74CF,unihan
U-73F0,珰,璫,U+73F0,U+74AB,unihan
U-73F2,珲,琿,U+73F2,U+743F,unihan
U-740E,琎,璡,U+740E,U+74A1,unihan
U-740F,琏,璉,U+740F,U+7489,unihan
U-7410,琐,瑣,U+7410,U+7463,unihan
U-7476,瑶,瑤,U+7476,U+7464,unihan
U-7477,瑷,璦,U+7477,U+74A6,unihan
U-7478,瑸,璸,U+7478,U+74B8,unihan
U-748E,璎,瓔,U+748E,U+74D4,unihan
U-74D2,瓒,瓚,U+74D2,U+74DA,unihan
U-74EF,瓯,甌,U+74EF,U+750C,unihan
U-7545,畅,暢,U+7545,U+66A2,unihan
U-7574,畴,疇,U+7574,U+7587,unihan
U-7596,疖,癤,U+7596,U+7664,unihan
U-7597,疗,療,U+7597,U+7642,unihan
U-759F,疟,瘧,U+759F,U+7627,unihan
U-75A0,疠,癘,U+75A0,U+7658,unihan
U-75A1,疡,瘍,U+75A1,U+760D,unihan
U-75AC,疬,癧,U+75AC,U+7667,unihan
U-75AD,疭,瘲,U+75AD,U+7632,unihan
U-75AE,疮,瘡,U+75AE,U+7621,unihan
U-75AF,疯,瘋,U+75AF,U+760B,unihan
U-75C8,痈,癰,U+75C8,U+7670,unihan
U-75C9,痉,痙,U+75C9,U+75D9,unihan
U-75D6,痖,瘂,U+75D6,U+7602,unihan
U-75E8,痨,癆,U+75E8,U+7646,unihan
U-75EA,痪,瘓,U+75EA,U+7613,unihan
U-75EB,痫,癇,U+75EB,U+7647,unihan
U-7605,瘅,癉,U+7605,U+7649,unihan
U-7606,瘆,瘮,U+7606,U+762E,unihan
U-7617,瘗,瘞,U+7617,U+761E,unihan
U-762A,瘪,癟,U+762A,U+765F,unihan
U-762B,瘫,癱,U+762B,U+7671,unihan
U-763E,瘾,癮,U+763E,U+766E,unihan
U-763F,瘿,癭,U+763F,U+766D,unihan
U-765E,癞,癩,U+765E,U+7669,unihan
U-7663,癣,癬,U+7663,U+766C,unihan
U-766B,癫,癲,U+766B,U+7672,unihan
U-7691,皑,皚,U+7691,U+769A,unihan
U-76B2,皲,皸,U+76B2,U+76B8,unihan
U-76CF,盏,盞,U+76CF,U+76DE,unihan
U-76D0,盐,鹽,U+76D0,U+9E7D,unihan
U-76D1,监,監,U+76D1,U+76E3,unihan
U-76D7,盗,盜,U+76D7,U+76DC,unihan
U-76D8,盘,盤,U+76D8,U+76E4,unihan
U-770D,眍,瞘,U+770D,U+7798,unihan
U-772C,眬,矓,U+772C,U+77D3,unihan
U-7741,睁,睜,U+7741,U+775C,unihan
U-7750,睐,睞,U+7750,U+775E,unihan
U-7751,睑,瞼,U+7751,U+77BC,unihan
U-7786,瞆,瞶,U+7786,U+77B6,unihan
U-7792,瞒,瞞,U+7792,U+779E,unihan
U-77A9,瞩,矚,U+77A9,U+77DA,unihan
U-77F6,矶,磯,U+77F6,U+78EF,unihan
U-77FE,矾,礬,U+77FE,U+792C,unihan
U-77FF,矿,礦,U+77FF,U+7926,unihan
U-7800,砀,碭,U+7800,U+78AD,unihan
U-7801,码,碼,U+7801,U+78BC,unihan
U-7816,砖,磚,U+7816,U+78DA,unihan
U-7817,砗,硨,U+7817,U+7868,unihan
U-781A,砚,硯,U+781A,U+786F,unihan
U-781C,砜,碸,U+781C,U+78B8,unihan
U-783A,砺,礪,U+783A,U+792A,unihan
U-783B,砻,礱,U+783B,U+7931,unihan
U-783E,砾,礫,U+783E,U+792B,unihan
U-7840,础,礎,U+7840,U+790E,unihan
U-7841,硁,硜,U+7841,U+785C,unihan
U-784F,硏,研,U+784F,U+7814,unihan
U-7855,硕,碩,U+7855,U+78A9,unihan
U-7856,硖,硤,U+7856,U+7864,unihan
U-7857,硗,磽,U+7857,U+78FD,unihan
U-7859,硙,磑,U+7859,U+78D1,unihan
U-785A,硚,礄,U+785A,U+7904,unihan
U-7875,硵,磠,U+7875,U+78E0,unihan
U-789B,碛,磧,U+789B,U+78E7,unihan
U-789C,碜,磣,U+789C,U+78E3,unihan
U-7943,祃,禡,U+7943,U+79A1,unihan
U-794E,祎,禕,U+794E,U+7995,unihan
U-796F,祯,禎,U+796F,U+798E,unihan
U-7978,祸,禍,U+7978,U+798D,unihan
U-7984,禄,祿,U+7984,U+797F,unihan
U-7985,禅,禪,U+7985,U+79AA,unihan
U-79BB,离,離,U+79BB,U+96E2,unihan
U-79EF,积,積,U+79EF,U+7A4D,unihan
U-79FD,秽,穢,U+79FD,U+7A62,unihan
U-79FE,秾,穠,U+79FE,U+7A60,unihan
U-7A06,稆,穭,U+7A06,U+7A6D,unihan
U-7A0E,税,稅,U+7A0E,U+7A05,unihan
U-7A23,稣,穌,U+7A23,U+7A4C,unihan
U-7A51,穑,穡,U+7A51,U+7A61,unihan
U-7A8D,窍,竅,U+7A8D,U+7AC5,unihan
U-7A8E,窎,窵,U+7A8E,U+7AB5,unihan
U-7A91,窑,窯,U+7A91,U+7AAF,unihan
U-7A9C,窜,竄,U+7A9C,U+7AC4,unihan
U-7A9D,窝,窩,U+7A9D,U+7AA9,unihan
U-7AA5,窥,窺,U+7AA5,U+7ABA,unihan
U-7AA6,窦,竇,U+7AA6,U+7AC7,unihan
U-7AAD,窭,窶,U+7AAD,U+7AB6,unihan
U-7ADE,竞,競,U+7ADE,U+7AF6,unihan
U-7B03,笃,篤,U+7B03,U+7BE4,unihan
U-7B15,笕,筧,U+7B15,U+7B67,unihan
U-7B3A,笺,箋,U+7B3A,U+7B8B,unihan
U-7B3C,笼,籠,U+7B3C,U+7C60,unihan
U-7B3E,笾,籩,U+7B3E,U+7C69,unihan
U-7B5A,筚,篳,U+7B5A,U+7BF3,unihan
U-7B5B,筛,篩,U+7B5B,U+7BE9,unihan
U-7B5C,筜,簹,U+7B5C,U+7C39,unihan
U-7B5D,筝,箏,U+7B5D,U+7B8F,unihan
U-7B79,筹,籌,U+7B79,U+7C4C,unihan
U-7B7C,筼,篔,U+7B7C,U+7BD4,unihan
U-7B80,简,簡,U+7B80,U+7C21,unihan
U-7B93,箓,籙,U+7B93,U+7C59,unihan
U-7BA6,箦,簀,U+7BA6,U+7C00,unihan
U-7BA7,箧,篋,U+7BA7,U+7BCB,unihan
U-7BA8,箨,籜,U+7BA8,U+7C5C,unihan
U-7BAA,箪,簞,U+7BAA,U+7C1E,unihan
U-7BAB,箫,簫,U+7BAB,U+7C2B,unihan
U-7BD1,篑,簣,U+7BD1,U+7C23,unihan
U-7BEE,篮,籃,U+7BEE,U+7C43,unihan
U-7BEF,篯,籛,U+7BEF,U+7C5B,unihan
U-7C16,簖,籪,U+7C16,U+7C6A,unihan
U-7C41,籁,籟,U+7C41,U+7C5F,unihan
U-7C7B,类,類,U+7C7B,U+985E,unihan
U-7C7C,籼,秈,U+7C7C,U+79C8,unihan
U-7C9D,粝,糲,U+7C9D,U+7CF2,unihan
U-7CA4,粤,粵,U+7CA4,U+7CB5,unihan
U-7CAA,粪,糞,U+7CAA,U+7CDE,unihan
U-7CC1,糁,糝,U+7CC1,U+7CDD,unihan
U-7D27,紧,緊,U+7D27,U+7DCA,unihan
U-7D5A,絚,絙,U+7D5A,U+7D59,unihan
U-7D76,絶,絕,U+7D76,U+7D55,unihan
U-7D77,絷,縶,U+7D77,U+7E36,unihan
U-7DD6,緖,緒,U+7DD6,U+7DD2,unihan
U-7E9F,纟,糹,U+7E9F,U+7CF9,unihan
U-7EA0,纠,糾,U+7EA0,U+7CFE,unihan
U-7EA1,纡,紆,U+7EA1,U+7D06,unihan
U-7EA2,红,紅,U+7EA2,U+7D05,unihan
U-7EA3,纣,紂,U+7EA3,U+7D02,unihan
U-7EA5,纥,紇,U+7EA5,U+7D07,unihan
U-7EA6,约,約,U+7EA6,U+7D04,unihan
U-7EA7,级,級,U+7EA7,U+7D1A,unihan
U-7EA8,纨,紈,U+7EA8,U+7D08,unihan
U-7EA9,纩,纊,U+7EA9,U+7E8A,unihan
U-7EAA,纪,紀,U+7EAA,U+7D00,unihan
U-7EAB,纫,紉,U+7EAB,U+7D09,unihan
U-7EAC,纬,緯,U+7EAC,U+7DEF,unihan
U-7EAD,纭,紜,U+7EAD,U+7D1C,unihan
U-7EAE,纮,紘,U+7EAE,U+7D18,unihan
U-7EAF,纯,純,U+7EAF,U+7D14,unihan
U-7EB0,纰,紕,U+7EB0,U+7D15,unihan
U-7EB1,纱,紗,U+7EB1,U+7D17,unihan
U-7EB2,纲,綱,U+7EB2,U+7DB1,unihan
U-7EB3,纳,納,U+7EB3,U+7D0D,unihan
U-7EB4,纴,紝,U+7EB4,U+7D1D,unihan
U-7EB5,纵,縱,U+7EB5,U+7E31,unihan
U-7EB6,纶,綸,U+7EB6,U+7DB8,unihan
U-7EB7,纷,紛,U+7EB7,U+7D1B,unihan
U-7EB8,纸,紙,U+7EB8,U+7D19,unihan
U-7EB9,纹,紋,U+7EB9,U+7D0B,unihan
U-7EBA,纺,紡,U+7EBA,U+7D21,unihan
U-7EBB,纻,紵,U+7EBB,U+7D35,unihan
U-7EBC,纼,紖,U+7EBC,U+7D16,unihan
U-7EBD,纽,紐,U+7EBD,U+7D10,unihan
U-7EBE,纾,紓,U+7EBE,U+7D13,unihan
U-7EC0,绀,紺,U+7EC0,U+7D3A,unihan
U-7EC1,绁,紲,U+7EC1,U+7D32,unihan
U-7EC2,绂,紱,U+7EC2,U+7D31,unihan
U-7EC3,练,練,U+7EC3,U+7DF4,unihan
U-7EC4,组,組,U+7EC4,U+7D44,unihan
U-7EC5,绅,紳,U+7EC5,U+7D33,unihan
U-7EC6,细,細,U+7EC6,U+7D30,unihan
U-7EC7,织,織,U+7EC7,U+7E54,unihan
U-7EC8,终,終,U+7EC8,U+7D42,unihan
U-7EC9,绉,縐,U+7EC9,U+7E10,unihan
U-7ECA,绊,絆,U+7ECA,U+7D46,unihan
U-7ECB,绋,紼,U+7ECB,U+7D3C,unihan
U-7ECC,绌,絀,U+7ECC,U+7D40,unihan
U-7ECD,绍,紹,U+7ECD,U+7D39,unihan
U-7ECE,绎,繹,U+7ECE,U+7E79,unihan
U-7ECF,经,經,U+7ECF,U+7D93,unihan
U-7ED0,绐,紿,U+7ED0,U+7D3F,unihan
U-7ED1,绑,綁,U+7ED1,U+7D81,unihan
U-7ED2,绒,絨,U+7ED2,U+7D68,unihan
U-7ED3,结,結,U+7ED3,U+7D50,unihan
