ID,Variant,Traditional,Variant_Codepoint,Traditional_Codepoint,Source
U-2ECEF,𮳯,𤏩,U+2ECEF,U+243E9,unihan
U-2ECF1,𮳱,𤏳,U+2ECF1,U+243F3,unihan
U-2ECF4,𮳴,爗,U+2ECF4,U+7217,unihan
U-2ECF6,𮳶,𤑚,U+2ECF6,U+2445A,unihan
U-2ECF8,𮳸,𤒨,U+2ECF8,U+244A8,unihan
U-2ECFA,𮳺,𤚴,U+2ECFA,U+246B4,unihan
U-2ED02,𮴂,㼁,U+2ED02,U+3F01,unihan
U-2ED05,𮴅,𤦎,U+2ED05,U+2498E,unihan
U-2ED06,𮴆,𤧑,U+2ED06,U+249D1,unihan
U-2ED07,𮴇,𤪧,U+2ED07,U+24AA7,unihan
U-2ED0A,𮴊,𭹰,U+2ED0A,U+2DE70,unihan
U-2ED0C,𮴌,𬎟,U+2ED0C,U+2C39F,unihan
U-2ED0F,𮴏,𤦩,U+2ED0F,U+249A9,unihan
U-2ED11,𮴑,𤥵,U+2ED11,U+24975,unihan
U-2ED12,𮴒,𤧸,U+2ED12,U+249F8,unihan
U-2ED13,𮴓,𤩝,U+2ED13,U+24A5D,unihan
U-2ED14,𮴔,璍,U+2ED14,U+748D,unihan
U-2ED15,𮴕,𲰍,U+2ED15,U+32C0D,unihan
U-2ED17,𮴗,𤩊,U+2ED17,U+24A4A,unihan
U-2ED18,𮴘,㼀,U+2ED18,U+3F00,unihan
U-2ED1A,𮴚,𪼑,U+2ED1A,U+2AF11,unihan
U-2ED20,𮴠,𤫟,U+2ED20,U+24ADF,unihan
U-2ED25,𮴥,𤩑,U+2ED25,U+24A51,unihan
U-2ED36,𮴶,𤫎,U+2ED36,U+24ACE,unihan
U-2ED3F,𮴿,鴫,U+2ED3F,U+9D2B,unihan
U-2ED45,𮵅,𥋟,U+2ED45,U+252DF,unihan
U-2ED46,𮵆,𪾳,U+2ED46,U+2AFB3,unihan
U-2ED4A,𮵊,𥔬,U+2ED4A,U+2552C,unihan
U-2ED59,𮵙,𥚗,U+2ED59,U+25697,unihan
U-2ED5A,𮵚,𱵭,U+2ED5A,U+31D6D,unihan
U-2ED60,𮵠,稦,U+2ED60,U+7A26,unihan
U-2ED6D,𮵭,𬕜,U+2ED6D,U+2C55C,unihan
U-2ED6E,𮵮,䉆,U+2ED6E,U+4246,unihan
U-2ED71,𮵱,箂,U+2ED71,U+7B82,unihan
U-2ED7F,𮵿,紁,U+2ED7F,U+7D01,unihan
U-2ED80,𮶀,𬗈,U+2ED80,U+2C5C8,unihan
U-2ED81,𮶁,𥿑,U+2ED81,U+25FD1,unihan
U-2ED82,𮶂,綘,U+2ED82,U+7D98,unihan
U-2ED85,𮶅,𫃻,U+2ED85,U+2B0FB,unihan
U-2ED94,𮶔,𦝛,U+2ED94,U+2675B,unihan
U-2ED9D,𮶝,䕏,U+2ED9D,U+454F,unihan
U-2ED9E,𮶞,𦴧,U+2ED9E,U+26D27,unihan
U-2EDA9,𮶩,𧀀,U+2EDA9,U+27000,unihan
U-2EDAC,𮶬,𧂂,U+2EDAC,U+27082,unihan
U-2EDB3,𮶳,𬞼,U+2EDB3,U+2C7BC,unihan
U-2EDB7,𮶷,𦿭,U+2EDB7,U+26FED,unihan
U-2EDC1,𮷁,𧜘,U+2EDC1,U+27718,unihan
U-2EDC4,𮷄,𧠳,U+2EDC4,U+27833,unihan
U-2EDC5,𮷅,諌,U+2EDC5,U+8ACC,unihan
U-2EDC6,𮷆,𧦵,U+2EDC6,U+279B5,unihan
U-2EDC7,𮷇,𧭥,U+2EDC7,U+27B65,unihan
U-2EDC8,𮷈,䛴,U+2EDC8,U+46F4,unihan
U-2EDC9,𮷉,𧩎,U+2EDC9,U+27A4E,unihan
U-2EDCA,𮷊,譒,U+2EDCA,U+8B52,unihan
U-2EDD6,𮷖,䡄,U+2EDD6,U+4844,unihan
U-2EDD7,𮷗,軚,U+2EDD7,U+8EDA,unihan
U-2EDD9,𮷙,鿂,U+2EDD9,U+9FC2,unihan
U-2EDDD,𮷝,轁,U+2EDDD,U+8F41,unihan
U-2EDE5,𮷥,𨘀,U+2EDE5,U+28600,unihan
U-2EDE8,𮷨,𨟑,U+2EDE8,U+287D1,unihan
U-2EDF5,𮷵,𨥈,U+2EDF5,U+28948,unihan
U-2EDF6,𮷶,𫓔,U+2EDF6,U+2B4D4,unihan
U-2EDF8,𮷸,鈨,U+2EDF8,U+9228,unihan
U-2EDF9,𮷹,𨥕,U+2EDF9,U+28955,unihan
U-2EDFA,𮷺,𫒋,U+2EDFA,U+2B48B,unihan
U-2EDFB,𮷻,𩗩,U+2EDFB,U+295E9,unihan
U-2EDFC,𮷼,𳅰,U+2EDFC,U+33170,unihan
U-2EDFD,𮷽,𨥤,U+2EDFD,U+28964,unihan
U-2EDFF,𮷿,𨥮,U+2EDFF,U+2896E,unihan
U-2EE02,𮸂,𬫉,U+2EE02,U+2CAC9,unihan
U-2EE03,𮸃,𨥭,U+2EE03,U+2896D,unihan
U-2EE04,𮸄,𬫍,U+2EE04,U+2CACD,unihan
U-2EE05,𮸅,𨦍,U+2EE05,U+2898D,unihan
U-2EE06,𮸆,𨯙,U+2EE06,U+28BD9,unihan
U-2EE08,𮸈,鍕,U+2EE08,U+9355,unihan
U-2EE09,𮸉,𨫋,U+2EE09,U+28ACB,unihan
U-2EE0A,𮸊,鋓,U+2EE0A,U+92D3,unihan
U-2EE0B,𮸋,𫒟,U+2EE0B,U+2B49F,unihan
U-2EE0C,𮸌,䤭,U+2EE0C,U+492D,unihan
U-2EE0F,𮸏,鋑,U+2EE0F,U+92D1,unihan
U-2EE10,𮸐,錺,U+2EE10,U+933A,unihan
U-2EE11,𮸑,𮢅,U+2EE11,U+2E885,unihan
U-2EE12,𮸒,𮢆,U+2EE12,U+2E886,unihan
U-2EE14,𮸔,𨩃,U+2EE14,U+28A43,unihan
U-2EE15,𮸕,鍢,U+2EE15,U+9362,unihan
U-2EE18,𮸘,𨩎,U+2EE18,U+28A4E,unihan
U-2EE19,𮸙,𨪦,U+2EE19,U+28AA6,unihan
U-2EE1A,𮸚,𨪜,U+2EE1A,U+28A9C,unihan
U-2EE1D,𮸝,𨯗,U+2EE1D,U+28BD7,unihan
U-2EE1E,𮸞,䥓,U+2EE1E,U+4953,unihan
U-2EE1F,𮸟,鏛,U+2EE1F,U+93DB,unihan
U-2EE20,𮸠,鑧,U+2EE20,U+9467,unihan
U-2EE23,𮸣,𨯂,U+2EE23,U+28BC2,unihan
U-2EE25,𮸥,䦖,U+2EE25,U+4996,unihan
U-2EE26,𮸦,䦣,U+2EE26,U+49A3,unihan
U-2EE27,𮸧,𳈆,U+2EE27,U+33206,unihan
U-2EE2E,𮸮,䩤,U+2EE2E,U+4A64,unihan
U-2EE36,𮸶,𩔐,U+2EE36,U+29510,unihan
U-2EE37,𮸷,𩐳,U+2EE37,U+29433,unihan
U-2EE3B,𮸻,𩗺,U+2EE3B,U+295FA,unihan
U-2EE3C,𮸼,飊,U+2EE3C,U+98CA,unihan
U-2EE3D,𮸽,飝,U+2EE3D,U+98DD,unihan
U-2EE40,𮹀,馪,U+2EE40,U+99AA,unihan
U-2EE42,𮹂,騛,U+2EE42,U+9A1B,unihan
U-2EE44,𮹄,𩢀,U+2EE44,U+29880,unihan
U-2EE45,𮹅,𩢖,U+2EE45,U+29896,unihan
U-2EE49,𮹉,𫘋,U+2EE49,U+2B60B,unihan
U-2EE4B,𮹋,騆,U+2EE4B,U+9A06,unihan
U-2EE4C,𮹌,𩥈,U+2EE4C,U+29948,unihan
U-2EE53,𮹓,𩵳,U+2EE53,U+29D73,unihan
U-2EE55,𮹕,𬷈,U+2EE55,U+2CDC8,unihan
U-2EE57,𮹗,䳥,U+2EE57,U+4CE5,unihan
U-2EE59,𮹙,䳽,U+2EE59,U+4CFD,unihan
U-2EE5C,𮹜,䴏,U+2EE5C,U+4D0F,unihan
U-2EE5D,𮹝,龘,U+2EE5D,U+9F98,unihan
U-30021,𰀡,臤,U+30021,U+81E4,unihan
U-30022,𰀢,𰯲,U+30022,U+30BF2,unihan
U-30048,𰁈,𭨡,U+30048,U+2DA21,unihan
U-3005C,𰁜,龻,U+3005C,U+9FBB,unihan
U-30067,𰁧,傱,U+30067,U+50B1,unihan
U-30078,𰁸,儅,U+30078,U+5105,unihan
U-3007E,𰁾,偩,U+3007E,U+5069,unihan
U-30081,𰂁,𪝵,U+30081,U+2A775,unihan
U-30083,𰂃,𠎅,U+30083,U+20385,unihan
U-3008B,𰂋,僴,U+3008B,U+50F4,unihan
U-3008E,𰂎,僩,U+3008E,U+50E9,unihan
U-3008F,𰂏,儥,U+3008F,U+5125,unihan
U-30097,𰂗,僀,U+30097,U+50C0,unihan
U-3009C,𰂜,僓,U+3009C,U+50D3,unihan
U-300A6,𰂦,儢,U+300A6,U+5122,unihan
U-300AD,𰂭,儩,U+300AD,U+5129,unihan
U-300BB,𰂻,𠑇,U+300BB,U+20447,unihan
U-300C6,𰃆,儹,U+300C6,U+5139,unihan
U-300EE,𰃮,𦥯,U+300EE,U+2696F,unihan
U-300F3,𰃳,𰃴,U+300F3,U+300F4,unihan
U-300F6,𰃶,𭂖,U+300F6,U+2D096,unihan
U-300F7,𰃷,凔,U+300F7,U+51D4,unihan
U-300FB,𰃻,㓖,U+300FB,U+34D6,unihan
U-300FF,𰃿,凟,U+300FF,U+51DF,unihan
U-30101,𰄁,𠗿,U+30101,U+205FF,unihan
U-3011E,𰄞,剸,U+3011E,U+5278,unihan
U-3012D,𰄭,𠠫,U+3012D,U+2082B,unihan
U-30154,𰅔,勴,U+30154,U+52F4,unihan
U-30165,𰅥,匵,U+30165,U+5335,unihan
U-30166,𰅦,匰,U+30166,U+5330,unihan
U-3017B,𰅻,𦾏,U+3017B,U+26F8F,unihan
U-30195,𰆕,㕒,U+30195,U+3552,unihan
U-30199,𰆙,𠩬,U+30199,U+20A6C,unihan
U-3019A,𰆚,厱,U+3019A,U+53B1,unihan
U-301C0,𰇀,㕢,U+301C0,U+3562,unihan
U-301CA,𰇊,𭉾,U+301CA,U+2D27E,unihan
U-301CE,𰇎,㖦,U+301CE,U+35A6,unihan
U-301D5,𰇕,唊,U+301D5,U+550A,unihan
U-301D6,𰇖,㗢,U+301D6,U+35E2,unihan
U-301D8,𰇘,𠷌,U+301D8,U+20DCC,unihan
U-301E0,𰇠,嗧,U+301E0,U+55E7,unihan
U-301E1,𰇡,𠶹,U+301E1,U+20DB9,unihan
U-301E3,𰇣,嚱,U+301E3,U+56B1,unihan
U-301E5,𰇥,𫬱,U+301E5,U+2BB31,unihan
U-301F2,𰇲,嗿,U+301F2,U+55FF,unihan
U-301FC,𰇼,嘇,U+301FC,U+5607,unihan
U-30206,𰈆,囕,U+30206,U+56D5,unihan
U-30207,𰈇,嚐,U+30207,U+5690,unihan
U-3020A,𰈊,嚸,U+3020A,U+56B8,unihan
U-3020D,𰈍,嚫,U+3020D,U+56AB,unihan
U-30213,𰈓,嚂,U+30213,U+5682,unihan
U-3022E,𰈮,𡃈,U+3022E,U+210C8,unihan
U-3022F,𰈯,囐,U+3022F,U+56D0,unihan
U-30236,𰈶,嚩,U+30236,U+56A9,unihan
U-30241,𰉁,㘖,U+30241,U+3616,unihan
U-30244,𰉄,囋,U+30244,U+56CB,unihan
U-30258,𰉘,㙔,U+30258,U+3654,unihan
U-30259,𰉙,堈,U+30259,U+5808,unihan
U-3025A,𰉚,垷,U+3025A,U+57B7,unihan
U-30263,𰉣,墿,U+30263,U+58BF,unihan
U-30265,𰉥,埉,U+30265,U+57C9,unihan
U-30269,𰉩,墧,U+30269,U+58A7,unihan
U-3026A,𰉪,墷,U+3026A,U+58B7,unihan
U-30271,𰉱,𡑯,U+30271,U+2146F,unihan
U-3027D,𰉽,㙾,U+3027D,U+367E,unihan
U-30282,𰊂,墆,U+30282,U+5886,unihan
U-30285,𰊅,𡓦,U+30285,U+214E6,unihan
U-30288,𰊈,墏,U+30288,U+588F,unihan
U-30291,𰊑,壏,U+30291,U+58CF,unihan
U-3029B,𰊛,㙺,U+3029B,U+367A,unihan
U-3029F,𰊟,㙢,U+3029F,U+3662,unihan
U-302A1,𰊡,壛,U+302A1,U+58DB,unihan
U-302A2,𰊢,壍,U+302A2,U+58CD,unihan
U-302D6,𰋖,𡗆,U+302D6,U+215C6,unihan
U-302F8,𰋸,婸,U+302F8,U+5A78,unihan
U-302F9,𰋹,嫥,U+302F9,U+5AE5,unihan
U-302FD,𰋽,嬮,U+302FD,U+5B2E,unihan
U-302FE,𰋾,𡠚,U+302FE,U+2181A,unihan
U-30300,𰌀,嫈,U+30300,U+5AC8,unihan
U-30302,𰌂,媜,U+30302,U+5A9C,unihan
U-30306,𰌆,㜞,U+30306,U+371E,unihan
U-30307,𰌇,嫧,U+30307,U+5AE7,unihan
U-30309,𰌉,𡢘,U+30309,U+21898,unihan
U-30319,𰌙,嬾,U+30319,U+5B3E,unihan
U-30326,𰌦,孲,U+30326,U+5B72,unihan
U-30337,𰌷,寪,U+30337,U+5BEA,unihan
U-3038C,𰎌,嵷,U+3038C,U+5D77,unihan
U-3038E,𰎎,巃,U+3038E,U+5DC3,unihan
U-3038F,𰎏,崠,U+3038F,U+5D20,unihan
U-30390,𰎐,㠠,U+30390,U+3820,unihan
U-30391,𰎑,嶪,U+30391,U+5DAA,unihan
U-30394,𰎔,嶤,U+30394,U+5DA4,unihan
U-30396,𰎖,崱,U+30396,U+5D31,unihan
U-3039B,𰎛,𡼾,U+3039B,U+21F3E,unihan
U-3039D,𰎝,𡺠,U+3039D,U+21EA0,unihan
U-3039E,𰎞,嶩,U+3039E,U+5DA9,unihan
U-303A0,𰎠,巖,U+303A0,U+5DD6,unihan
U-303A2,𰎢,𡼱,U+303A2,U+21F31,unihan
U-303A6,𰎦,𰎼,U+303A6,U+303BC,unihan
U-303AB,𰎫,嶽,U+303AB,U+5DBD,unihan
U-303B4,𰎴,𪌨,U+303B4,U+2A328,unihan
U-303B7,𰎷,𡾆,U+303B7,U+21F86,unihan
U-303B9,𰎹,巚,U+303B9,U+5DDA,unihan
U-303C1,𰏁,巑,U+303C1,U+5DD1,unihan
U-303D3,𰏓,𢄓,U+303D3,U+22113,unihan
U-303D5,𰏕,帴,U+303D5,U+5E34,unihan
U-303DC,𰏜,㡞,U+303DC,U+385E,unihan
U-303DF,𰏟,幱,U+303DF,U+5E71,unihan
U-303F2,𰏲,𢉿,U+303F2,U+2227F,unihan
U-303F6,𰏶,廥,U+303F6,U+5EE5,unihan
U-303FC,𰏼,廗,U+303FC,U+5ED7,unihan
U-303FD,𰏽,𢊃,U+303FD,U+22283,unihan
U-3041A,𰐚,𢐗,U+3041A,U+22417,unihan
U-3043E,𰐾,懭,U+3043E,U+61ED,unihan
U-30441,𰑁,慱,U+30441,U+6171,unihan
U-30444,𰑄,惀,U+30444,U+60C0,unihan
U-30445,𰑅,𢠰,U+30445,U+22830,unihan
U-30454,𰑔,慹,U+30454,U+6179,unihan
U-30455,𰑕,懕,U+30455,U+61D5,unihan
U-30459,𰑙,懰,U+30459,U+61F0,unihan
U-3045F,𰑟,慐,U+3045F,U+6150,unihan
U-30465,𰑥,憪,U+30465,U+61AA,unihan
U-30467,𰑧,慙,U+30467,U+6159,unihan
U-3046A,𰑪,憴,U+3046A,U+61B4,unihan
U-3046B,𰑫,㦬,U+3046B,U+39AC,unihan
U-3046C,𰑬,懫,U+3046C,U+61EB,unihan
U-30475,𰑵,慸,U+30475,U+6178,unihan
U-30478,𰑸,㥷,U+30478,U+3977,unihan
U-3047F,𰑿,戃,U+3047F,U+6203,unihan
U-30486,𰒆,慲,U+30486,U+6172,unihan
U-30492,𰒒,懘,U+30492,U+61D8,unihan
U-30496,𰒖,𢤧,U+30496,U+22927,unihan
U-304C4,𰓄,掁,U+304C4,U+6381,unihan
U-304C6,𰓆,摀,U+304C6,U+6440,unihan
U-304D4,𰓔,㨛,U+304D4,U+3A1B,unihan
U-304D5,𰓕,𢸸,U+304D5,U+22E38,unihan
U-304D7,𰓗,𢹥,U+304D7,U+22E65,unihan
U-304D9,𰓙,擪,U+304D9,U+64EA,unihan
U-304DC,𰓜,擳,U+304DC,U+64F3,unihan
U-304DD,𰓝,𢲐,U+304DD,U+22C90,unihan
U-304DF,𰓟,𢹼,U+304DF,U+22E7C,unihan
U-304E4,𰓤,𭢒,U+304E4,U+2D892,unihan
U-304E7,𰓧,搎,U+304E7,U+640E,unihan
U-304EC,𰓬,攦,U+304EC,U+6526,unihan
U-304F1,𰓱,摼,U+304F1,U+647C,unihan
U-304F7,𰓷,撋,U+304F7,U+648B,unihan
U-304FB,𰓻,摫,U+304FB,U+646B,unihan
U-304FC,𰓼,摲,U+304FC,U+6472,unihan
U-30507,𰔇,摕,U+30507,U+6455,unihan
U-3050B,𰔋,撌,U+3050B,U+648C,unihan
U-30532,𰔲,㩷,U+30532,U+3A77,unihan
U-30536,𰔶,𢹏,U+30536,U+22E4F,unihan
U-30541,𰕁,攳,U+30541,U+6533,unihan
U-30545,𰕅,敺,U+30545,U+657A,unihan
U-30548,𰕈,敿,U+30548,U+657F,unihan
U-30550,𰕐,𢿡,U+30550,U+22FE1,unihan
U-3056D,𰕭,旝,U+3056D,U+65DD,unihan
U-30588,𰖈,曮,U+30588,U+66EE,unihan
U-3058F,𰖏,𭧒,U+3058F,U+2D9D2,unihan
U-3059A,𰖚,𭧖,U+3059A,U+2D9D6,unihan
U-305A0,𰖠,㬮,U+305A0,U+3B2E,unihan
U-305A9,𰖩,㒿,U+305A9,U+34BF,unihan
U-305C5,𰗅,𦡏,U+305C5,U+2684F,unihan
U-305C6,𰗆,𦡖,U+305C6,U+26856,unihan
U-305D3,𰗓,櫎,U+305D3,U+6ACE,unihan
U-305D6,𰗖,棆,U+305D6,U+68C6,unihan
U-305D8,𰗘,𣔿,U+305D8,U+2353F,unihan
U-305D9,𰗙,㮲,U+305D9,U+3BB2,unihan
U-305DA,𰗚,𣞐,U+305DA,U+23790,unihan
U-305DB,𰗛,檡,U+305DB,U+6AA1,unihan
U-305DC,𰗜,檿,U+305DC,U+6ABF,unihan
U-305E1,𰗡,㯆,U+305E1,U+3BC6,unihan
U-305E2,𰗢,楎,U+305E2,U+694E,unihan
U-305E6,𰗦,㯸,U+305E6,U+3BF8,unihan
U-305E8,𰗨,榯,U+305E8,U+69AF,unihan
U-305EC,𰗬,櫏,U+305EC,U+6ACF,unihan
U-305F5,𰗵,㰂,U+305F5,U+3C02,unihan
U-305F9,𰗹,橚,U+305F9,U+6A5A,unihan
U-305FA,𰗺,橨,U+305FA,U+6A68,unihan
U-30600,𰘀,㯂,U+30600,U+3BC2,unihan
U-30605,𰘅,𰘯,U+30605,U+3062F,unihan
U-30608,𰘈,檋,U+30608,U+6A8B,unihan
U-30613,𰘓,檾,U+30613,U+6ABE,unihan
U-30620,𰘠,櫩,U+30620,U+6AE9,unihan
U-30623,𰘣,檰,U+30623,U+6AB0,unihan
U-30629,𰘩,櫹,U+30629,U+6AF9,unihan
U-30633,𰘳,櫴,U+30633,U+6AF4,unihan
U-30636,𰘶,櫯,U+30636,U+6AEF,unihan
U-30638,𰘸,櫢,U+30638,U+6AE2,unihan
U-3064B,𰙋,歍,U+3064B,U+6B4D,unihan
U-3064E,𰙎,歛,U+3064E,U+6B5B,unihan
U-30651,𰙑,歗,U+30651,U+6B57,unihan
U-30655,𰙕,𣤋,U+30655,U+2390B,unihan
U-3068D,𰚍,𰚣,U+3068D,U+306A3,unihan
U-30694,𰚔,㲰,U+30694,U+3CB0,unihan
U-306A6,𰚦,氀,U+306A6,U+6C00,unihan
U-306AA,𰚪,㲯,U+306AA,U+3CAF,unihan
U-306AC,𰚬,𪵢,U+306AC,U+2AD62,unihan
U-306B1,𰚱,𣰛,U+306B1,U+23C1B,unihan
U-306C9,𰛉,𣶯,U+306C9,U+23DAF,unihan
U-306CA,𰛊,溤,U+306CA,U+6EA4,unihan
U-306CF,𰛏,漎,U+306CF,U+6F0E,unihan
U-306D2,𰛒,涷,U+306D2,U+6DB7,unihan
U-306DB,𰛛,㴸,U+306DB,U+3D38,unihan
U-306E1,𰛡,滭,U+306E1,U+6EED,unihan
U-306E3,𰛣,漐,U+306E3,U+6F10,unihan
U-306E4,𰛤,瀄,U+306E4,U+7004,unihan
U-306E5,𰛥,溰,U+306E5,U+6EB0,unihan
U-306E6,𰛦,濊,U+306E6,U+6FCA,unihan
U-306E8,𰛨,𭱘,U+306E8,U+2DC58,unihan
U-306E9,𰛩,㶒,U+306E9,U+3D92,unihan
U-306EA,𰛪,灓,U+306EA,U+7053,unihan
U-306EE,𰛮,滷,U+306EE,U+6EF7,unihan
U-306F1,𰛱,𰝢,U+306F1,U+30762,unihan
U-306F2,𰛲,澰,U+306F2,U+6FB0,unihan
U-306F5,𰛵,澖,U+306F5,U+6F96,unihan
U-306FA,𰛺,𣼩,U+306FA,U+23F29,unihan
U-306FB,𰛻,𤅷,U+306FB,U+24177,unihan
U-306FD,𰛽,㴿,U+306FD,U+3D3F,unihan
U-30710,𰜐,灠,U+30710,U+7060,unihan
U-3071C,𰜜,瀙,U+3071C,U+7019,unihan
U-3071D,𰜝,瀁,U+3071D,U+7001,unihan
U-30722,𰜢,㵑,U+30722,U+3D51,unihan
U-30728,𰜨,瀳,U+30728,U+7033,unihan
U-30733,𰜳,瀴,U+30733,U+7034,unihan
U-30745,𰝅,瀯,U+30745,U+702F,unihan
U-3074B,𰝋,㶏,U+3074B,U+3D8F,unihan
U-3074D,𰝍,瀈,U+3074D,U+7008,unihan
U-30757,𰝗,㶕,U+30757,U+3D95,unihan
U-3075E,𰝞,𤄙,U+3075E,U+24119,unihan
U-3075F,𰝟,㶍,U+3075F,U+3D8D,unihan
U-30764,𰝤,灦,U+30764,U+7066,unihan
U-3077E,𰝾,㷃,U+3077E,U+3DC3,unihan
U-30787,𰞇,燡,U+30787,U+71E1,unihan
U-30789,𰞉,㷲,U+30789,U+3DF2,unihan
U-3078D,𰞍,㸅,U+3078D,U+3E05,unihan
U-307A4,𰞤,熞,U+307A4,U+719E,unihan
U-307B2,𰞲,㷶,U+307B2,U+3DF6,unihan
U-307B3,𰞳,龽,U+307B3,U+9FBD,unihan
U-307B7,𰞷,𤍜,U+307B7,U+2435C,unihan
U-307BB,𰞻,燌,U+307BB,U+71CC,unihan
U-307C4,𰟄,𰟫,U+307C4,U+307EB,unihan
U-307D8,𰟘,爓,U+307D8,U+7213,unihan
U-3081B,𰠛,牋,U+3081B,U+724B,unihan
U-3082B,𰠫,犅,U+3082B,U+7285,unihan
U-30832,𰠲,牼,U+30832,U+727C,unihan
U-30834,𰠴,㹓,U+30834,U+3E53,unihan
U-30839,𰠹,犤,U+30839,U+72A4,unihan
U-30844,𰡄,獹,U+30844,U+7379,unihan
U-30849,𰡉,𰡓,U+30849,U+30853,unihan
U-3084A,𰡊,獢,U+3084A,U+7362,unihan
U-3084B,𰡋,𤟤,U+3084B,U+247E4,unihan
U-3084E,𰡎,猍,U+3084E,U+730D,unihan
U-3084F,𰡏,猧,U+3084F,U+7327,unihan
U-30850,𰡐,𤠔,U+30850,U+24814,unihan
U-30854,𰡔,獑,U+30854,U+7351,unihan
U-3085E,𰡞,獖,U+3085E,U+7356,unihan
U-30862,𰡢,𤣎,U+30862,U+248CE,unihan
U-30869,𰡩,玂,U+30869,U+7382,unihan
U-30870,𰡰,𤥭,U+30870,U+2496D,unihan
U-30875,𰡵,瓐,U+30875,U+74D0,unihan
U-3087B,𰡻,瑙,U+3087B,U+7459,unihan
U-3087D,𰡽,璹,U+3087D,U+74B9,unihan
U-30884,𰢄,璛,U+30884,U+749B,unihan
U-308A2,𰢢,甒,U+308A2,U+7512,unihan
U-308A4,𰢤,甖,U+308A4,U+7516,unihan
U-308A6,𰢦,甊,U+308A6,U+750A,unihan
U-308E2,𰣢,𬏲,U+308E2,U+2C3F2,unihan
U-308E6,𰣦,𤺉,U+308E6,U+24E89,unihan
U-308E9,𰣩,𤻝,U+308E9,U+24EDD,unihan
U-308EB,𰣫,𤼈,U+308EB,U+24F08,unihan
U-308EC,𰣬,癠,U+308EC,U+7660,unihan
U-308EF,𰣯,癎,U+308EF,U+764E,unihan
U-308F6,𰣶,㿉,U+308F6,U+3FC9,unihan
U-308FC,𰣼,癪,U+308FC,U+766A,unihan
U-308FD,𰣽,癴,U+308FD,U+7674,unihan
U-30913,𰤓,𤾉,U+30913,U+24F89,unihan
U-30915,𰤕,皪,U+30915,U+76AA,unihan
U-30928,𰤨,㿹,U+30928,U+3FF9,unihan
U-3092B,𰤫,𥀲,U+3092B,U+25032,unihan
U-3092C,𰤬,皾,U+3092C,U+76BE,unihan
U-3093D,𰤽,𥂫,U+3093D,U+250AB,unihan
U-3094A,𰥊,䀍,U+3094A,U+400D,unihan
U-30952,𰥒,瞛,U+30952,U+779B,unihan
U-3095B,𰥛,瞓,U+3095B,U+7793,unihan
U-3095E,𰥞,䁝,U+3095E,U+405D,unihan
U-30960,𰥠,矕,U+30960,U+77D5,unihan
U-30962,𰥢,矖,U+30962,U+77D6,unihan
U-30963,𰥣,𥉸,U+30963,U+25278,unihan
U-30968,𰥨,瞯,U+30968,U+77AF,unihan
U-3096A,𰥪,瞡,U+3096A,U+77A1,unihan
U-3096D,𰥭,𥋝,U+3096D,U+252DD,unihan
U-30979,𰥹,矘,U+30979,U+77D8,unihan
U-30994,𰦔,䂓,U+30994,U+4093,unihan
U-3099C,𰦜,矲,U+3099C,U+77F2,unihan
U-309A6,𰦦,礰,U+309A6,U+7930,unihan
U-309A8,𰦨,䃣,U+309A8,U+40E3,unihan
U-309AD,𰦭,礲,U+309AD,U+7932,unihan
U-309B0,𰦰,礋,U+309B0,U+790B,unihan
U-309B4,𰦴,䃁,U+309B4,U+40C1,unihan
U-309B7,𰦷,䃕,U+309B7,U+40D5,unihan
U-309BE,𰦾,礹,U+309BE,U+7939,unihan
U-309BF,𰦿,碢,U+309BF,U+78A2,unihan
U-309C3,𰧃,磵,U+309C3,U+78F5,unihan
U-309C7,𰧇,礥,U+309C7,U+7925,unihan
U-309C8,𰧈,𥗹,U+309C8,U+255F9,unihan
U-309C9,𰧉,礩,U+309C9,U+7929,unihan
U-309CE,𰧎,䃢,U+309CE,U+40E2,unihan
U-309D4,𰧔,礛,U+309D4,U+791B,unihan
U-309D8,𰧘,䃴,U+309D8,U+40F4,unihan
U-309F0,𰧰,禓,U+309F0,U+7993,unihan
U-309FB,𰧻,禬,U+309FB,U+79AC,unihan
U-309FE,𰧾,禯,U+309FE,U+79AF,unihan
U-30A16,𰨖,禵,U+30A16,U+79B5,unihan
U-30A1C,𰨜,穬,U+30A1C,U+7A6C,unihan
U-30A26,𰨦,穧,U+30A26,U+7A67,unihan
U-30A33,𰨳,䆅,U+30A33,U+4185,unihan
U-30A45,𰩅,竉,U+30A45,U+7AC9,unihan
U-30A4F,𰩏,窱,U+30A4F,U+7AB1,unihan
U-30A53,𰩓,竀,U+30A53,U+7AC0,unihan
U-30A67,𰩧,䇓,U+30A67,U+41D3,unihan
U-30A6E,𰩮,篿,U+30A6E,U+7BFF,unihan
U-30A72,𰩲,籚,U+30A72,U+7C5A,unihan
U-30A78,𰩸,簥,U+30A78,U+7C25,unihan
U-30A79,𰩹,簜,U+30A79,U+7C1C,unihan
U-30A7A,𰩺,箹,U+30A7A,U+7BB9,unihan
U-30A7B,𰩻,簻,U+30A7B,U+7C3B,unihan
U-30A8A,𰪊,籦,U+30A8A,U+7C66,unihan
U-30A8F,𰪏,簵,U+30A8F,U+7C35,unihan
U-30AA3,𰪣,籯,U+30AA3,U+7C6F,unihan
U-30AAA,𰪪,𰫆,U+30AAA,U+30AC6,unihan
